Lagereinheit_ID,Lagerort_von,Lagerort_nach,Startzeitpunkt,Endzeitpunkt
919,Wareneingang,Hochregallager,2022-07-18 06:15:00,2022-07-18 06:57:00
459,Hochregallager,Packplatz,2022-07-18 15:46:00,2022-07-18 18:14:00
459,Wareneingang,Hochregallager,2022-07-18 05:44:00,2022-07-18 08:27:00
383,Hochregallager,Packplatz,2022-07-18 17:32:00,2022-07-18 19:37:00
383,Wareneingang,Hochregallager,2022-07-18 05:55:00,2022-07-18 08:50:00
883,Hochregallager,Packplatz,2022-07-18 17:26:00,2022-07-18 19:13:00
883,Wareneingang,Hochregallager,2022-07-18 11:08:00,2022-07-18 12:49:00
298,Hochregallager,Packplatz,2022-07-18 14:56:00,2022-07-18 18:37:00
298,Wareneingang,Hochregallager,2022-07-17 23:02:00,2022-07-17 23:25:00
775,Hochregallager,Packplatz,2022-07-18 12:58:00,2022-07-18 15:32:00
775,Wareneingang,Hochregallager,2022-07-18 08:16:00,2022-07-18 09:23:00
155,Hochregallager,Packplatz,2022-07-18 15:01:00,2022-07-18 17:23:00
155,Wareneingang,Hochregallager,2022-07-18 07:32:00,2022-07-18 08:51:00
124,Hochregallager,Packplatz,2022-07-18 18:46:00,2022-07-18 19:55:00
124,Wareneingang,Hochregallager,2022-07-18 12:34:00,2022-07-18 14:13:00
476,Hochregallager,Packplatz,2022-07-18 13:40:00,2022-07-18 15:29:00
476,Wareneingang,Hochregallager,2022-07-18 03:12:00,2022-07-18 04:36:00
721,Hochregallager,Packplatz,2022-07-18 18:20:00,2022-07-18 18:26:00
721,Wareneingang,Hochregallager,2022-07-18 09:47:00,2022-07-18 13:43:00
531,Hochregallager,Packplatz,2022-07-18 17:33:00,2022-07-18 19:45:00
531,Wareneingang,Hochregallager,2022-07-18 05:25:00,2022-07-18 08:29:00
859,Hochregallager,Packplatz,2022-07-18 18:09:00,2022-07-18 20:46:00
859,Wareneingang,Hochregallager,2022-07-18 12:54:00,2022-07-18 15:26:00
691,Hochregallager,Packplatz,2022-07-18 19:52:00,2022-07-18 21:22:00
691,Wareneingang,Hochregallager,2022-07-17 17:38:00,2022-07-17 20:09:00
186,Hochregallager,Packplatz,2022-07-18 13:37:00,2022-07-18 16:07:00
186,Wareneingang,Hochregallager,2022-07-18 13:38:00,2022-07-18 15:09:00
747,Hochregallager,Packplatz,2022-07-18 14:32:00,2022-07-18 16:17:00
747,Wareneingang,Hochregallager,2022-07-18 07:58:00,2022-07-18 09:47:00
600,Hochregallager,Packplatz,2022-07-18 19:09:00,2022-07-18 19:48:00
600,Wareneingang,Hochregallager,2022-07-18 12:44:00,2022-07-18 15:35:00
803,Hochregallager,Packplatz,2022-07-18 14:24:00,2022-07-18 15:27:00
803,Wareneingang,Hochregallager,2022-07-18 07:08:00,2022-07-18 08:37:00
260,Hochregallager,Packplatz,2022-07-18 13:55:00,2022-07-18 14:40:00
260,Wareneingang,Hochregallager,2022-07-18 08:08:00,2022-07-18 11:23:00
314,Hochregallager,Packplatz,2022-07-18 17:56:00,2022-07-18 20:44:00
314,Wareneingang,Hochregallager,2022-07-18 14:43:00,2022-07-18 16:49:00
422,Hochregallager,Packplatz,2022-07-18 15:45:00,2022-07-18 17:21:00
422,Wareneingang,Hochregallager,2022-07-18 18:10:00,2022-07-18 18:19:00
358,Hochregallager,Packplatz,2022-07-18 12:07:00,2022-07-18 15:15:00
358,Wareneingang,Hochregallager,2022-07-18 03:53:00,2022-07-18 05:31:00
890,Hochregallager,Packplatz,2022-07-18 17:52:00,2022-07-18 20:09:00
890,Wareneingang,Hochregallager,2022-07-18 13:53:00,2022-07-18 14:10:00
185,Hochregallager,Packplatz,2022-07-18 18:24:00,2022-07-18 18:29:00
185,Wareneingang,Hochregallager,2022-07-18 03:31:00,2022-07-18 05:39:00
109,Hochregallager,Packplatz,2022-07-18 17:35:00,2022-07-18 18:30:00
109,Wareneingang,Hochregallager,2022-07-18 14:32:00,2022-07-18 16:28:00
398,Hochregallager,Packplatz,2022-07-18 17:01:00,2022-07-18 17:04:00
398,Wareneingang,Hochregallager,2022-07-18 05:02:00,2022-07-18 05:15:00
641,Hochregallager,Packplatz,2022-07-18 15:15:00,2022-07-18 18:45:00
641,Wareneingang,Hochregallager,2022-07-18 12:00:00,2022-07-18 13:40:00
544,Hochregallager,Packplatz,2022-07-18 13:30:00,2022-07-18 17:29:00
544,Wareneingang,Hochregallager,2022-07-18 05:51:00,2022-07-18 07:14:00
555,Hochregallager,Packplatz,2022-07-18 17:06:00,2022-07-18 20:22:00
555,Wareneingang,Hochregallager,2022-07-18 08:54:00,2022-07-18 11:39:00
433,Hochregallager,Packplatz,2022-07-18 18:14:00,2022-07-18 20:22:00
433,Wareneingang,Hochregallager,2022-07-17 18:49:00,2022-07-17 22:32:00
911,Hochregallager,Packplatz,2022-07-18 15:56:00,2022-07-18 19:48:00
911,Wareneingang,Hochregallager,2022-07-18 05:54:00,2022-07-18 09:07:00
905,Hochregallager,Packplatz,2022-07-18 12:07:00,2022-07-18 12:38:00
905,Wareneingang,Hochregallager,2022-07-18 03:38:00,2022-07-18 05:30:00
343,Hochregallager,Packplatz,2022-07-18 17:55:00,2022-07-18 21:19:00
343,Wareneingang,Hochregallager,2022-07-18 09:19:00,2022-07-18 12:56:00
307,Hochregallager,Packplatz,2022-07-18 14:52:00,2022-07-18 15:41:00
307,Wareneingang,Hochregallager,2022-07-18 01:27:00,2022-07-18 04:56:00
482,Hochregallager,Packplatz,2022-07-18 19:19:00,2022-07-18 19:37:00
482,Wareneingang,Hochregallager,2022-07-18 16:35:00,2022-07-18 18:12:00
301,Hochregallager,Packplatz,2022-07-18 17:17:00,2022-07-18 17:24:00
301,Wareneingang,Hochregallager,2022-07-18 09:24:00,2022-07-18 11:05:00
503,Hochregallager,Packplatz,2022-07-18 17:15:00,2022-07-18 19:02:00
503,Wareneingang,Hochregallager,2022-07-18 01:41:00,2022-07-18 02:29:00
597,Hochregallager,Packplatz,2022-07-18 16:11:00,2022-07-18 16:37:00
597,Wareneingang,Hochregallager,2022-07-18 16:08:00,2022-07-18 16:54:00
157,Hochregallager,Packplatz,2022-07-18 12:18:00,2022-07-18 15:50:00
157,Wareneingang,Hochregallager,2022-07-18 03:34:00,2022-07-18 07:20:00
132,Hochregallager,Packplatz,2022-07-18 13:34:00,2022-07-18 15:54:00
132,Wareneingang,Hochregallager,2022-07-18 13:34:00,2022-07-18 17:14:00
875,Hochregallager,Packplatz,2022-07-18 17:59:00,2022-07-18 19:29:00
875,Wareneingang,Hochregallager,2022-07-18 02:57:00,2022-07-18 03:36:00
902,Hochregallager,Packplatz,2022-07-18 18:46:00,2022-07-18 21:12:00
902,Wareneingang,Hochregallager,2022-07-18 14:14:00,2022-07-18 16:49:00
674,Hochregallager,Packplatz,2022-07-18 20:26:00,2022-07-18 21:12:00
674,Wareneingang,Hochregallager,2022-07-18 06:21:00,2022-07-18 09:42:00
558,Hochregallager,Packplatz,2022-07-18 18:37:00,2022-07-18 21:09:00
558,Wareneingang,Hochregallager,2022-07-18 18:07:00,2022-07-18 18:58:00
565,Hochregallager,Packplatz,2022-07-18 17:03:00,2022-07-18 18:10:00
565,Wareneingang,Hochregallager,2022-07-17 13:26:00,2022-07-17 16:00:00
162,Hochregallager,Packplatz,2022-07-18 18:27:00,2022-07-18 21:09:00
162,Wareneingang,Hochregallager,2022-07-18 11:49:00,2022-07-18 12:38:00
621,Hochregallager,Packplatz,2022-07-18 17:41:00,2022-07-18 18:29:00
621,Wareneingang,Hochregallager,2022-07-18 12:25:00,2022-07-18 13:16:00
786,Hochregallager,Packplatz,2022-07-18 15:09:00,2022-07-18 18:25:00
786,Wareneingang,Hochregallager,2022-07-18 07:49:00,2022-07-18 11:15:00
806,Hochregallager,Packplatz,2022-07-18 17:36:00,2022-07-18 18:45:00
806,Wareneingang,Hochregallager,2022-07-18 04:06:00,2022-07-18 04:33:00
703,Hochregallager,Packplatz,2022-07-18 18:20:00,2022-07-18 19:32:00
703,Wareneingang,Hochregallager,2022-07-18 14:27:00,2022-07-18 16:22:00
190,Hochregallager,Packplatz,2022-07-18 17:03:00,2022-07-18 17:59:00
190,Wareneingang,Hochregallager,2022-07-18 05:22:00,2022-07-18 09:17:00
779,Hochregallager,Packplatz,2022-07-18 16:04:00,2022-07-18 19:29:00
779,Wareneingang,Hochregallager,2022-07-18 12:34:00,2022-07-18 14:22:00
556,Hochregallager,Packplatz,2022-07-18 14:47:00,2022-07-18 17:18:00
556,Wareneingang,Hochregallager,2022-07-18 05:06:00,2022-07-18 05:53:00
523,Hochregallager,Packplatz,2022-07-18 14:34:00,2022-07-18 18:15:00
523,Wareneingang,Hochregallager,2022-07-18 12:11:00,2022-07-18 13:40:00
643,Hochregallager,Packplatz,2022-07-18 14:05:00,2022-07-18 17:30:00
643,Wareneingang,Hochregallager,2022-07-18 02:44:00,2022-07-18 05:21:00
757,Hochregallager,Packplatz,2022-07-18 12:48:00,2022-07-18 16:07:00
757,Wareneingang,Hochregallager,2022-07-18 11:45:00,2022-07-18 15:22:00
327,Hochregallager,Packplatz,2022-07-18 19:07:00,2022-07-18 21:17:00
327,Wareneingang,Hochregallager,2022-07-18 11:35:00,2022-07-18 13:10:00
480,Hochregallager,Packplatz,2022-07-18 13:20:00,2022-07-18 16:04:00
480,Wareneingang,Hochregallager,2022-07-18 11:43:00,2022-07-18 14:16:00
449,Hochregallager,Packplatz,2022-07-18 13:47:00,2022-07-18 15:58:00
449,Wareneingang,Hochregallager,2022-07-18 15:34:00,2022-07-18 17:07:00
676,Hochregallager,Packplatz,2022-07-18 18:25:00,2022-07-18 21:33:00
676,Wareneingang,Hochregallager,2022-07-18 06:35:00,2022-07-18 08:32:00
249,Hochregallager,Packplatz,2022-07-18 10:15:00,2022-07-18 13:35:00
249,Wareneingang,Hochregallager,2022-07-17 22:02:00,2022-07-18 00:02:00
657,Hochregallager,Packplatz,2022-07-18 17:20:00,2022-07-18 19:46:00
657,Wareneingang,Hochregallager,2022-07-18 14:33:00,2022-07-18 17:38:00
582,Hochregallager,Packplatz,2022-07-18 20:01:00,2022-07-18 20:57:00
582,Wareneingang,Hochregallager,2022-07-18 08:05:00,2022-07-18 10:29:00
159,Hochregallager,Packplatz,2022-07-18 12:19:00,2022-07-18 15:55:00
159,Wareneingang,Hochregallager,2022-07-18 18:05:00,2022-07-18 18:11:00
826,Hochregallager,Packplatz,2022-07-18 20:57:00,2022-07-18 23:44:00
826,Wareneingang,Hochregallager,2022-07-17 23:06:00,2022-07-18 02:00:00
303,Hochregallager,Packplatz,2022-07-18 14:16:00,2022-07-18 15:54:00
303,Wareneingang,Hochregallager,2022-07-18 13:44:00,2022-07-18 14:24:00
871,Hochregallager,Packplatz,2022-07-18 21:11:00,2022-07-18 22:30:00
871,Wareneingang,Hochregallager,2022-07-18 09:16:00,2022-07-18 11:57:00
370,Hochregallager,Packplatz,2022-07-18 14:02:00,2022-07-18 14:48:00
370,Wareneingang,Hochregallager,2022-07-18 15:04:00,2022-07-18 15:18:00
814,Hochregallager,Packplatz,2022-07-18 16:08:00,2022-07-18 18:00:00
814,Wareneingang,Hochregallager,2022-07-18 01:37:00,2022-07-18 03:07:00
634,Hochregallager,Packplatz,2022-07-18 17:42:00,2022-07-18 17:56:00
634,Wareneingang,Hochregallager,2022-07-18 12:06:00,2022-07-18 14:28:00
948,Hochregallager,Packplatz,2022-07-18 13:49:00,2022-07-18 15:57:00
948,Wareneingang,Hochregallager,2022-07-18 06:10:00,2022-07-18 09:47:00
552,Hochregallager,Packplatz,2022-07-18 16:17:00,2022-07-18 18:50:00
552,Wareneingang,Hochregallager,2022-07-18 09:09:00,2022-07-18 10:49:00
450,Hochregallager,Packplatz,2022-07-18 16:18:00,2022-07-18 17:38:00
450,Wareneingang,Hochregallager,2022-07-18 02:38:00,2022-07-18 05:11:00
688,Hochregallager,Packplatz,2022-07-18 18:03:00,2022-07-18 18:08:00
688,Wareneingang,Hochregallager,2022-07-18 13:54:00,2022-07-18 15:00:00
682,Hochregallager,Packplatz,2022-07-18 16:12:00,2022-07-18 17:01:00
682,Wareneingang,Hochregallager,2022-07-18 03:40:00,2022-07-18 05:28:00
430,Hochregallager,Packplatz,2022-07-18 16:02:00,2022-07-18 19:00:00
430,Wareneingang,Hochregallager,2022-07-18 13:51:00,2022-07-18 17:31:00
770,Hochregallager,Packplatz,2022-07-18 13:58:00,2022-07-18 14:55:00
770,Wareneingang,Hochregallager,2022-07-18 13:06:00,2022-07-18 14:51:00
138,Hochregallager,Packplatz,2022-07-18 18:21:00,2022-07-18 20:02:00
138,Wareneingang,Hochregallager,2022-07-18 02:47:00,2022-07-18 03:13:00
699,Hochregallager,Packplatz,2022-07-18 16:26:00,2022-07-18 18:28:00
699,Wareneingang,Hochregallager,2022-07-18 05:46:00,2022-07-18 08:46:00
284,Hochregallager,Packplatz,2022-07-18 15:37:00,2022-07-18 17:58:00
284,Wareneingang,Hochregallager,2022-07-17 22:01:00,2022-07-18 00:48:00
602,Hochregallager,Packplatz,2022-07-18 16:47:00,2022-07-18 16:54:00
602,Wareneingang,Hochregallager,2022-07-18 13:53:00,2022-07-18 16:56:00
638,Hochregallager,Packplatz,2022-07-18 15:51:00,2022-07-18 18:00:00
638,Wareneingang,Hochregallager,2022-07-18 07:15:00,2022-07-18 08:59:00
364,Hochregallager,Packplatz,2022-07-18 09:09:00,2022-07-18 13:06:00
364,Wareneingang,Hochregallager,2022-07-18 11:08:00,2022-07-18 11:39:00
910,Hochregallager,Packplatz,2022-07-18 20:33:00,2022-07-18 22:47:00
910,Wareneingang,Hochregallager,2022-07-17 21:35:00,2022-07-18 00:24:00
528,Hochregallager,Packplatz,2022-07-18 17:47:00,2022-07-18 19:17:00
528,Wareneingang,Hochregallager,2022-07-18 14:42:00,2022-07-18 15:31:00
474,Hochregallager,Packplatz,2022-07-18 19:02:00,2022-07-18 19:05:00
474,Wareneingang,Hochregallager,2022-07-18 13:06:00,2022-07-18 13:49:00
234,Hochregallager,Packplatz,2022-07-18 12:39:00,2022-07-18 14:51:00
234,Wareneingang,Hochregallager,2022-07-18 05:27:00,2022-07-18 07:40:00
417,Hochregallager,Packplatz,2022-07-18 17:24:00,2022-07-18 17:43:00
417,Wareneingang,Hochregallager,2022-07-18 13:03:00,2022-07-18 15:10:00
838,Hochregallager,Packplatz,2022-07-18 15:06:00,2022-07-18 19:03:00
838,Wareneingang,Hochregallager,2022-07-18 03:47:00,2022-07-18 06:27:00
563,Hochregallager,Packplatz,2022-07-18 20:32:00,2022-07-18 21:03:00
563,Wareneingang,Hochregallager,2022-07-18 15:08:00,2022-07-18 16:15:00
278,Hochregallager,Packplatz,2022-07-18 16:09:00,2022-07-18 19:47:00
278,Wareneingang,Hochregallager,2022-07-17 23:14:00,2022-07-17 23:30:00
561,Hochregallager,Packplatz,2022-07-18 15:17:00,2022-07-18 19:05:00
561,Wareneingang,Hochregallager,2022-07-18 10:04:00,2022-07-18 13:55:00
490,Hochregallager,Packplatz,2022-07-18 14:49:00,2022-07-18 16:33:00
490,Wareneingang,Hochregallager,2022-07-18 13:33:00,2022-07-18 14:47:00
210,Hochregallager,Packplatz,2022-07-18 14:46:00,2022-07-18 17:05:00
210,Wareneingang,Hochregallager,2022-07-18 09:26:00,2022-07-18 10:39:00
160,Hochregallager,Packplatz,2022-07-18 16:42:00,2022-07-18 19:20:00
160,Wareneingang,Hochregallager,2022-07-17 22:24:00,2022-07-17 23:34:00
468,Hochregallager,Packplatz,2022-07-18 07:12:00,2022-07-18 10:21:00
468,Wareneingang,Hochregallager,2022-07-18 08:18:00,2022-07-18 11:31:00
787,Hochregallager,Packplatz,2022-07-18 16:14:00,2022-07-18 18:44:00
787,Wareneingang,Hochregallager,2022-07-18 06:03:00,2022-07-18 09:40:00
958,Hochregallager,Packplatz,2022-07-18 11:17:00,2022-07-18 13:23:00
958,Wareneingang,Hochregallager,2022-07-18 12:39:00,2022-07-18 15:59:00
242,Hochregallager,Packplatz,2022-07-18 15:55:00,2022-07-18 17:31:00
242,Wareneingang,Hochregallager,2022-07-18 00:21:00,2022-07-18 02:24:00
722,Hochregallager,Packplatz,2022-07-18 18:57:00,2022-07-18 21:25:00
722,Wareneingang,Hochregallager,2022-07-18 14:44:00,2022-07-18 15:16:00
680,Hochregallager,Packplatz,2022-07-18 17:19:00,2022-07-18 18:47:00
680,Wareneingang,Hochregallager,2022-07-18 15:58:00,2022-07-18 17:10:00
414,Hochregallager,Packplatz,2022-07-18 15:13:00,2022-07-18 17:18:00
414,Wareneingang,Hochregallager,2022-07-18 02:21:00,2022-07-18 02:34:00
566,Hochregallager,Packplatz,2022-07-18 15:58:00,2022-07-18 18:17:00
566,Wareneingang,Hochregallager,2022-07-18 15:41:00,2022-07-18 18:32:00
778,Hochregallager,Packplatz,2022-07-18 16:17:00,2022-07-18 19:31:00
778,Wareneingang,Hochregallager,2022-07-18 12:23:00,2022-07-18 15:52:00
804,Hochregallager,Packplatz,2022-07-18 16:15:00,2022-07-18 18:54:00
804,Wareneingang,Hochregallager,2022-07-18 11:35:00,2022-07-18 14:54:00
926,Hochregallager,Packplatz,2022-07-18 13:30:00,2022-07-18 16:13:00
926,Wareneingang,Hochregallager,2022-07-17 11:12:00,2022-07-17 11:38:00
352,Hochregallager,Packplatz,2022-07-18 14:07:00,2022-07-18 14:59:00
352,Wareneingang,Hochregallager,2022-07-18 13:23:00,2022-07-18 16:47:00
217,Hochregallager,Packplatz,2022-07-18 16:01:00,2022-07-18 17:45:00
217,Wareneingang,Hochregallager,2022-07-18 07:07:00,2022-07-18 08:13:00
893,Hochregallager,Packplatz,2022-07-18 17:06:00,2022-07-18 19:33:00
893,Wareneingang,Hochregallager,2022-07-18 10:41:00,2022-07-18 14:02:00
886,Hochregallager,Packplatz,2022-07-18 13:41:00,2022-07-18 17:34:00
886,Wareneingang,Hochregallager,2022-07-18 04:27:00,2022-07-18 05:11:00
696,Hochregallager,Packplatz,2022-07-18 17:02:00,2022-07-18 19:46:00
696,Wareneingang,Hochregallager,2022-07-18 13:51:00,2022-07-18 16:06:00
661,Hochregallager,Packplatz,2022-07-18 11:32:00,2022-07-18 13:40:00
661,Wareneingang,Hochregallager,2022-07-18 01:18:00,2022-07-18 03:44:00
960,Hochregallager,Packplatz,2022-07-18 16:56:00,2022-07-18 19:22:00
960,Wareneingang,Hochregallager,2022-07-18 14:02:00,2022-07-18 16:28:00
574,Hochregallager,Packplatz,2022-07-18 17:55:00,2022-07-18 18:52:00
574,Wareneingang,Hochregallager,2022-07-18 09:19:00,2022-07-18 11:56:00
568,Hochregallager,Packplatz,2022-07-18 16:54:00,2022-07-18 18:50:00
568,Wareneingang,Hochregallager,2022-07-18 14:50:00,2022-07-18 15:12:00
614,Hochregallager,Packplatz,2022-07-18 13:19:00,2022-07-18 16:26:00
614,Wareneingang,Hochregallager,2022-07-18 03:27:00,2022-07-18 03:57:00
987,Hochregallager,Packplatz,2022-07-18 19:35:00,2022-07-18 22:49:00
987,Wareneingang,Hochregallager,2022-07-18 14:13:00,2022-07-18 15:23:00
727,Hochregallager,Packplatz,2022-07-18 11:01:00,2022-07-18 11:15:00
727,Wareneingang,Hochregallager,2022-07-18 09:46:00,2022-07-18 13:34:00
599,Hochregallager,Packplatz,2022-07-18 19:16:00,2022-07-18 20:38:00
599,Wareneingang,Hochregallager,2022-07-17 22:53:00,2022-07-18 02:27:00
728,Hochregallager,Packplatz,2022-07-18 15:20:00,2022-07-18 19:14:00
728,Wareneingang,Hochregallager,2022-07-18 13:13:00,2022-07-18 14:10:00
881,Hochregallager,Packplatz,2022-07-18 21:02:00,2022-07-18 23:05:00
881,Wareneingang,Hochregallager,2022-07-18 11:54:00,2022-07-18 12:00:00
375,Hochregallager,Packplatz,2022-07-18 15:46:00,2022-07-18 17:15:00
375,Wareneingang,Hochregallager,2022-07-18 09:12:00,2022-07-18 12:57:00
592,Hochregallager,Packplatz,2022-07-18 15:42:00,2022-07-18 18:21:00
592,Wareneingang,Hochregallager,2022-07-17 22:57:00,2022-07-17 23:38:00
642,Hochregallager,Packplatz,2022-07-18 21:30:00,2022-07-18 21:45:00
642,Wareneingang,Hochregallager,2022-07-18 08:52:00,2022-07-18 09:49:00
394,Hochregallager,Packplatz,2022-07-18 16:55:00,2022-07-18 20:00:00
394,Wareneingang,Hochregallager,2022-07-18 14:48:00,2022-07-18 17:22:00
397,Hochregallager,Packplatz,2022-07-18 19:57:00,2022-07-18 22:40:00
397,Wareneingang,Hochregallager,2022-07-18 07:54:00,2022-07-18 09:12:00
104,Hochregallager,Packplatz,2022-07-18 18:36:00,2022-07-18 18:57:00
104,Wareneingang,Hochregallager,2022-07-18 07:42:00,2022-07-18 09:49:00
707,Hochregallager,Packplatz,2022-07-18 17:17:00,2022-07-18 17:19:00
707,Wareneingang,Hochregallager,2022-07-18 07:24:00,2022-07-18 08:55:00
993,Hochregallager,Packplatz,2022-07-18 15:24:00,2022-07-18 17:36:00
993,Wareneingang,Hochregallager,2022-07-18 08:26:00,2022-07-18 12:19:00
963,Hochregallager,Packplatz,2022-07-18 12:37:00,2022-07-18 15:10:00
963,Wareneingang,Hochregallager,2022-07-18 09:51:00,2022-07-18 13:45:00
279,Hochregallager,Packplatz,2022-07-18 19:55:00,2022-07-18 20:54:00
279,Wareneingang,Hochregallager,2022-07-18 03:51:00,2022-07-18 05:33:00
974,Hochregallager,Packplatz,2022-07-18 15:08:00,2022-07-18 16:23:00
974,Wareneingang,Hochregallager,2022-07-18 05:44:00,2022-07-18 07:14:00
818,Hochregallager,Packplatz,2022-07-18 13:43:00,2022-07-18 16:30:00
818,Wareneingang,Hochregallager,2022-07-17 17:12:00,2022-07-17 20:13:00
537,Hochregallager,Packplatz,2022-07-18 13:55:00,2022-07-18 15:13:00
537,Wareneingang,Hochregallager,2022-07-18 13:24:00,2022-07-18 14:31:00
443,Hochregallager,Packplatz,2022-07-18 17:07:00,2022-07-18 20:24:00
443,Wareneingang,Hochregallager,2022-07-18 01:33:00,2022-07-18 04:55:00
203,Hochregallager,Packplatz,2022-07-18 10:43:00,2022-07-18 14:35:00
203,Wareneingang,Hochregallager,2022-07-18 09:14:00,2022-07-18 10:18:00
328,Hochregallager,Packplatz,2022-07-18 15:44:00,2022-07-18 19:33:00
328,Wareneingang,Hochregallager,2022-07-18 11:54:00,2022-07-18 15:25:00
587,Hochregallager,Packplatz,2022-07-18 15:47:00,2022-07-18 17:03:00
587,Wareneingang,Hochregallager,2022-07-18 18:02:00,2022-07-18 19:11:00
427,Hochregallager,Packplatz,2022-07-18 20:15:00,2022-07-18 21:43:00
427,Wareneingang,Hochregallager,2022-07-17 17:36:00,2022-07-17 21:16:00
933,Hochregallager,Packplatz,2022-07-18 19:55:00,2022-07-18 22:17:00
933,Wareneingang,Hochregallager,2022-07-18 11:08:00,2022-07-18 11:18:00
861,Hochregallager,Packplatz,2022-07-18 18:49:00,2022-07-18 19:30:00
861,Wareneingang,Hochregallager,2022-07-18 09:46:00,2022-07-18 10:59:00
282,Hochregallager,Packplatz,2022-07-18 12:12:00,2022-07-18 14:46:00
282,Wareneingang,Hochregallager,2022-07-18 19:15:00,2022-07-18 21:00:00
494,Hochregallager,Packplatz,2022-07-18 13:58:00,2022-07-18 16:15:00
494,Wareneingang,Hochregallager,2022-07-18 09:34:00,2022-07-18 11:48:00
288,Hochregallager,Packplatz,2022-07-18 17:41:00,2022-07-18 18:38:00
288,Wareneingang,Hochregallager,2022-07-18 09:44:00,2022-07-18 11:10:00
222,Hochregallager,Packplatz,2022-07-18 14:09:00,2022-07-18 15:43:00
222,Wareneingang,Hochregallager,2022-07-18 14:37:00,2022-07-18 15:15:00
189,Hochregallager,Packplatz,2022-07-18 19:22:00,2022-07-18 20:35:00
189,Wareneingang,Hochregallager,2022-07-18 00:33:00,2022-07-18 01:11:00
589,Hochregallager,Packplatz,2022-07-18 16:21:00,2022-07-18 17:21:00
589,Wareneingang,Hochregallager,2022-07-18 13:48:00,2022-07-18 14:23:00
992,Hochregallager,Packplatz,2022-07-18 17:46:00,2022-07-18 20:24:00
992,Wareneingang,Hochregallager,2022-07-18 08:45:00,2022-07-18 10:12:00
953,Hochregallager,Packplatz,2022-07-18 17:02:00,2022-07-18 18:11:00
953,Wareneingang,Hochregallager,2022-07-17 22:58:00,2022-07-18 02:58:00
825,Hochregallager,Packplatz,2022-07-18 17:40:00,2022-07-18 19:43:00
