Auftragsnummer,Versand_ID,Verladestart,Verladeende,Versand_SOLL
2764,83,18.07.2022 16:47,18.07.2022 19:20,18.07.2022 17:17
9877,61,19.07.2022 00:38,19.07.2022 02:04,19.07.2022 01:08
3755,97,18.07.2022 22:24,18.07.2022 23:20,18.07.2022 22:54
2317,85,18.07.2022 22:30,18.07.2022 23:52,18.07.2022 23:00
8570,59,18.07.2022 19:05,18.07.2022 22:55,18.07.2022 19:35
8202,60,18.07.2022 21:53,19.07.2022 00:05,18.07.2022 22:23
8574,98,18.07.2022 21:51,19.07.2022 00:48,18.07.2022 22:21
3773,43,18.07.2022 20:58,19.07.2022 00:18,18.07.2022 21:28
9253,83,18.07.2022 20:10,18.07.2022 23:18,18.07.2022 20:40
9330,17,18.07.2022 18:19,18.07.2022 21:26,18.07.2022 18:49
9595,26,19.07.2022 00:40,19.07.2022 01:00,19.07.2022 01:10
4824,45,19.07.2022 01:32,19.07.2022 03:18,19.07.2022 02:02
8574,28,18.07.2022 23:49,19.07.2022 03:48,19.07.2022 00:19
4933,13,19.07.2022 00:17,19.07.2022 03:52,19.07.2022 00:47
7983,97,18.07.2022 20:55,19.07.2022 00:38,18.07.2022 21:25
6509,31,18.07.2022 22:59,18.07.2022 23:11,18.07.2022 23:29
7453,84,18.07.2022 23:54,19.07.2022 00:05,19.07.2022 00:24
3051,67,18.07.2022 22:28,19.07.2022 01:16,18.07.2022 22:58
5380,32,18.07.2022 23:04,19.07.2022 02:59,18.07.2022 23:34
1414,35,18.07.2022 23:43,19.07.2022 01:14,19.07.2022 00:13
5303,98,18.07.2022 23:29,19.07.2022 00:42,18.07.2022 23:59
7686,89,18.07.2022 23:33,19.07.2022 03:12,19.07.2022 00:03
7686,81,18.07.2022 20:36,18.07.2022 22:06,18.07.2022 21:06
4748,94,18.07.2022 22:39,19.07.2022 00:06,18.07.2022 23:09
8536,82,18.07.2022 20:58,18.07.2022 22:27,18.07.2022 21:28
3227,24,18.07.2022 18:24,18.07.2022 19:21,18.07.2022 18:54
4180,43,19.07.2022 00:36,19.07.2022 01:54,19.07.2022 01:06
3682,80,18.07.2022 21:21,18.07.2022 21:30,18.07.2022 21:51
5698,72,18.07.2022 20:02,18.07.2022 21:31,18.07.2022 20:32
5936,86,19.07.2022 00:53,19.07.2022 01:41,19.07.2022 01:23
8386,86,18.07.2022 18:15,18.07.2022 21:17,18.07.2022 18:45
5128,22,18.07.2022 22:52,18.07.2022 23:18,18.07.2022 23:22
7820,37,18.07.2022 23:52,19.07.2022 01:58,19.07.2022 00:22
4652,55,18.07.2022 19:08,18.07.2022 19:38,18.07.2022 19:38
1360,92,19.07.2022 01:18,19.07.2022 02:53,19.07.2022 01:48
6739,46,18.07.2022 22:11,19.07.2022 01:00,18.07.2022 22:41
6493,11,19.07.2022 02:21,19.07.2022 04:22,19.07.2022 02:51
9766,35,18.07.2022 20:43,19.07.2022 00:28,18.07.2022 21:13
3391,83,18.07.2022 21:32,18.07.2022 21:58,18.07.2022 22:02
1716,53,18.07.2022 23:00,19.07.2022 01:06,18.07.2022 23:30
2324,59,18.07.2022 22:21,19.07.2022 00:51,18.07.2022 22:51
2635,97,18.07.2022 21:33,18.07.2022 21:48,18.07.2022 22:03
2114,11,18.07.2022 20:40,19.07.2022 00:34,18.07.2022 21:10
7162,22,18.07.2022 22:12,18.07.2022 23:55,18.07.2022 22:42
6941,64,18.07.2022 22:03,19.07.2022 00:52,18.07.2022 22:33
6474,16,18.07.2022 21:46,18.07.2022 22:53,18.07.2022 22:16
4585,22,18.07.2022 23:12,19.07.2022 01:19,18.07.2022 23:42
5635,12,18.07.2022 22:35,19.07.2022 01:35,18.07.2022 23:05
4033,79,19.07.2022 00:25,19.07.2022 02:01,19.07.2022 00:55
1784,31,18.07.2022 20:51,18.07.2022 22:57,18.07.2022 21:21
6883,42,18.07.2022 21:21,19.07.2022 00:39,18.07.2022 21:51
2930,82,18.07.2022 21:10,19.07.2022 00:32,18.07.2022 21:40
4037,17,18.07.2022 22:12,19.07.2022 00:03,18.07.2022 22:42
2912,13,18.07.2022 17:07,18.07.2022 17:33,18.07.2022 17:37
2884,20,19.07.2022 00:59,19.07.2022 03:53,19.07.2022 01:29
2992,72,18.07.2022 21:07,18.07.2022 22:29,18.07.2022 21:37
8630,70,18.07.2022 20:46,18.07.2022 23:43,18.07.2022 21:16
1929,89,18.07.2022 21:59,19.07.2022 00:27,18.07.2022 22:29
9204,96,18.07.2022 19:50,18.07.2022 20:55,18.07.2022 20:20
2560,75,18.07.2022 21:31,18.07.2022 22:12,18.07.2022 22:01
1873,21,19.07.2022 01:25,19.07.2022 05:00,19.07.2022 01:55
8952,39,19.07.2022 02:47,19.07.2022 06:08,19.07.2022 03:17
4762,75,18.07.2022 22:10,19.07.2022 01:37,18.07.2022 22:40
2014,89,18.07.2022 21:33,19.07.2022 00:15,18.07.2022 22:03
1438,64,18.07.2022 20:54,19.07.2022 00:29,18.07.2022 21:24
8641,19,18.07.2022 22:23,18.07.2022 22:51,18.07.2022 22:53
3214,26,18.07.2022 23:35,19.07.2022 03:18,19.07.2022 00:05
1976,27,18.07.2022 17:03,18.07.2022 19:15,18.07.2022 17:33
5400,25,18.07.2022 23:07,19.07.2022 01:35,18.07.2022 23:37
9382,62,18.07.2022 19:03,18.07.2022 22:17,18.07.2022 19:33
1584,99,18.07.2022 22:55,19.07.2022 02:10,18.07.2022 23:25
7972,24,19.07.2022 00:48,19.07.2022 01:32,19.07.2022 01:18
7579,93,18.07.2022 23:12,19.07.2022 02:51,18.07.2022 23:42
8167,15,18.07.2022 22:46,19.07.2022 00:06,18.07.2022 23:16
4169,20,18.07.2022 23:38,19.07.2022 03:23,19.07.2022 00:08
4802,39,18.07.2022 23:33,19.07.2022 02:23,19.07.2022 00:03
7435,92,19.07.2022 01:35,19.07.2022 02:21,19.07.2022 02:05
1944,49,18.07.2022 22:52,18.07.2022 23:58,18.07.2022 23:22
2986,39,18.07.2022 20:09,18.07.2022 23:48,18.07.2022 20:39
3052,51,18.07.2022 18:41,18.07.2022 20:53,18.07.2022 19:11
1348,51,19.07.2022 00:01,19.07.2022 03:52,19.07.2022 00:31
3725,45,18.07.2022 22:00,18.07.2022 22:53,18.07.2022 22:30
2818,58,18.07.2022 23:18,19.07.2022 00:48,18.07.2022 23:48
9727,58,18.07.2022 22:08,18.07.2022 22:18,18.07.2022 22:38
6400,58,18.07.2022 20:17,18.07.2022 21:58,18.07.2022 20:47
2125,60,18.07.2022 23:58,19.07.2022 00:57,19.07.2022 00:28
1106,78,18.07.2022 19:35,18.07.2022 20:29,18.07.2022 20:05
6832,99,18.07.2022 21:31,18.07.2022 21:43,18.07.2022 22:01
5914,73,18.07.2022 22:48,18.07.2022 23:11,18.07.2022 23:18
6956,59,19.07.2022 00:47,19.07.2022 01:43,19.07.2022 01:17
2790,50,18.07.2022 21:09,18.07.2022 21:26,18.07.2022 21:39
3250,81,19.07.2022 00:25,19.07.2022 03:28,19.07.2022 00:55
8188,55,19.07.2022 02:01,19.07.2022 05:07,19.07.2022 02:31
4198,82,18.07.2022 19:04,18.07.2022 22:40,18.07.2022 19:34
6613,56,18.07.2022 21:57,19.07.2022 01:02,18.07.2022 22:27
9367,42,18.07.2022 23:07,19.07.2022 03:06,18.07.2022 23:37
9055,53,19.07.2022 00:29,19.07.2022 02:23,19.07.2022 00:59
9191,52,18.07.2022 19:56,18.07.2022 21:53,18.07.2022 20:26
6518,88,18.07.2022 22:39,18.07.2022 23:55,18.07.2022 23:09
5003,32,18.07.2022 22:30,19.07.2022 01:27,18.07.2022 23:00
1296,11,18.07.2022 22:09,18.07.2022 22:51,18.07.2022 22:39
1612,96,18.07.2022 23:35,18.07.2022 23:46,19.07.2022 00:05
7459,94,19.07.2022 00:33,19.07.2022 00:43,19.07.2022 01:03
3166,74,18.07.2022 23:28,19.07.2022 01:46,18.07.2022 23:58
2884,34,18.07.2022 21:26,19.07.2022 00:39,18.07.2022 21:56
5572,49,19.07.2022 01:17,19.07.2022 05:05,19.07.2022 01:47
8320,52,18.07.2022 20:11,18.07.2022 20:51,18.07.2022 20:41
7024,65,18.07.2022 22:50,18.07.2022 23:37,18.07.2022 23:20
7562,74,18.07.2022 23:28,19.07.2022 00:59,18.07.2022 23:58
4240,97,18.07.2022 21:43,19.07.2022 00:58,18.07.2022 22:13
2092,71,18.07.2022 20:03,18.07.2022 22:50,18.07.2022 20:33
9349,58,18.07.2022 21:27,18.07.2022 22:05,18.07.2022 21:57
9836,37,18.07.2022 20:14,18.07.2022 22:22,18.07.2022 20:44
3187,63,18.07.2022 19:40,18.07.2022 22:28,18.07.2022 20:10
5750,14,18.07.2022 22:14,19.07.2022 00:59,18.07.2022 22:44
2386,50,18.07.2022 20:17,18.07.2022 23:25,18.07.2022 20:47
6487,92,18.07.2022 22:24,18.07.2022 22:48,18.07.2022 22:54
4961,35,18.07.2022 20:19,18.07.2022 22:44,18.07.2022 20:49
4150,39,19.07.2022 01:18,19.07.2022 02:14,19.07.2022 01:48
4320,15,18.07.2022 23:50,19.07.2022 01:33,19.07.2022 00:20
5225,36,18.07.2022 21:17,19.07.2022 00:32,18.07.2022 21:47
2533,49,18.07.2022 17:36,18.07.2022 18:04,18.07.2022 18:06
9658,81,18.07.2022 22:04,18.07.2022 23:42,18.07.2022 22:34
4128,16,18.07.2022 20:54,19.07.2022 00:36,18.07.2022 21:24
4621,66,18.07.2022 23:22,19.07.2022 02:24,18.07.2022 23:52
6499,80,18.07.2022 20:39,18.07.2022 20:55,18.07.2022 21:09
1360,55,18.07.2022 22:17,18.07.2022 22:49,18.07.2022 22:47
9290,70,18.07.2022 22:26,18.07.2022 23:57,18.07.2022 22:56
3694,53,18.07.2022 21:24,18.07.2022 23:37,18.07.2022 21:54
8020,16,18.07.2022 18:16,18.07.2022 19:58,18.07.2022 18:46
9595,44,18.07.2022 22:12,18.07.2022 22:49,18.07.2022 22:42
9371,76,18.07.2022 21:55,19.07.2022 01:33,18.07.2022 22:25
3232,34,18.07.2022 22:09,18.07.2022 23:52,18.07.2022 22:39
4063,64,18.07.2022 20:21,18.07.2022 22:56,18.07.2022 20:51
8866,77,18.07.2022 21:03,18.07.2022 23:00,18.07.2022 21:33
8423,88,18.07.2022 18:12,18.07.2022 22:11,18.07.2022 18:42
8291,51,18.07.2022 18:40,18.07.2022 20:08,18.07.2022 19:10
3786,38,18.07.2022 21:20,18.07.2022 23:01,18.07.2022 21:50
9055,70,18.07.2022 23:26,19.07.2022 01:21,18.07.2022 23:56
3010,86,18.07.2022 23:06,19.07.2022 00:21,18.07.2022 23:36
7567,58,18.07.2022 19:12,18.07.2022 21:34,18.07.2022 19:42
2494,59,18.07.2022 22:20,19.07.2022 01:01,18.07.2022 22:50
2092,55,18.07.2022 22:16,18.07.2022 22:54,18.07.2022 22:46
2380,11,18.07.2022 20:04,18.07.2022 22:06,18.07.2022 20:34
8936,44,19.07.2022 00:13,19.07.2022 01:56,19.07.2022 00:43
4550,53,18.07.2022 20:54,19.07.2022 00:36,18.07.2022 21:24
9850,40,19.07.2022 00:40,19.07.2022 01:12,19.07.2022 01:10
2947,15,19.07.2022 00:18,19.07.2022 00:23,19.07.2022 00:48
5584,69,18.07.2022 22:40,19.07.2022 01:45,18.07.2022 23:10
7457,64,18.07.2022 18:27,18.07.2022 18:29,18.07.2022 18:57
7046,65,18.07.2022 22:15,18.07.2022 22:53,18.07.2022 22:45
8189,11,18.07.2022 19:58,18.07.2022 21:06,18.07.2022 20:28
7536,44,18.07.2022 23:57,19.07.2022 03:16,19.07.2022 00:27
2772,75,18.07.2022 22:19,18.07.2022 22:33,18.07.2022 22:49
5995,11,18.07.2022 19:47,18.07.2022 21:04,18.07.2022 20:17
8346,75,18.07.2022 21:14,18.07.2022 23:57,18.07.2022 21:44
4768,61,18.07.2022 19:59,18.07.2022 20:57,18.07.2022 20:29
2819,58,18.07.2022 22:05,19.07.2022 00:59,18.07.2022 22:35
3800,87,19.07.2022 02:19,19.07.2022 05:07,19.07.2022 02:49
3452,74,19.07.2022 00:49,19.07.2022 01:18,19.07.2022 01:19
9194,90,18.07.2022 22:50,19.07.2022 02:32,18.07.2022 23:20
8859,44,18.07.2022 23:11,18.07.2022 23:57,18.07.2022 23:41
4129,34,18.07.2022 23:39,19.07.2022 03:27,19.07.2022 00:09
3079,74,18.07.2022 19:16,18.07.2022 19:33,18.07.2022 19:46
4944,12,19.07.2022 00:53,19.07.2022 03:44,19.07.2022 01:23
1442,59,18.07.2022 20:47,18.07.2022 23:18,18.07.2022 21:17
3934,52,19.07.2022 01:57,19.07.2022 03:15,19.07.2022 02:27
9358,45,19.07.2022 01:29,19.07.2022 04:43,19.07.2022 01:59
8197,32,18.07.2022 20:36,18.07.2022 21:22,18.07.2022 21:06
2413,53,18.07.2022 23:31,19.07.2022 03:17,19.07.2022 00:01
2764,43,18.07.2022 21:23,18.07.2022 21:46,18.07.2022 21:53
1054,20,18.07.2022 23:04,19.07.2022 03:04,18.07.2022 23:34
3289,92,19.07.2022 01:05,19.07.2022 03:48,19.07.2022 01:35
3272,72,18.07.2022 19:23,18.07.2022 20:59,18.07.2022 19:53
8775,63,19.07.2022 01:31,19.07.2022 02:55,19.07.2022 02:01
3268,24,18.07.2022 20:37,18.07.2022 20:50,18.07.2022 21:07
9244,14,18.07.2022 22:28,19.07.2022 00:38,18.07.2022 22:58
1162,67,18.07.2022 18:58,18.07.2022 20:36,18.07.2022 19:28
5220,27,19.07.2022 00:38,19.07.2022 04:11,19.07.2022 01:08
9295,13,18.07.2022 18:51,18.07.2022 21:00,18.07.2022 19:21
3383,78,18.07.2022 21:17,18.07.2022 23:32,18.07.2022 21:47
3022,35,18.07.2022 23:16,18.07.2022 23:41,18.07.2022 23:46
2321,11,18.07.2022 23:13,19.07.2022 03:11,18.07.2022 23:43
3171,35,18.07.2022 21:08,18.07.2022 22:50,18.07.2022 21:38
7648,13,19.07.2022 02:55,19.07.2022 06:25,19.07.2022 03:25
8216,30,18.07.2022 19:58,18.07.2022 23:31,18.07.2022 20:28
8488,77,18.07.2022 18:27,18.07.2022 21:56,18.07.2022 18:57
4586,66,18.07.2022 21:03,18.07.2022 23:32,18.07.2022 21:33
1377,37,18.07.2022 19:03,18.07.2022 19:27,18.07.2022 19:33
1081,17,18.07.2022 20:36,18.07.2022 22:46,18.07.2022 21:06
4438,49,18.07.2022 18:54,18.07.2022 21:02,18.07.2022 19:24
4842,48,18.07.2022 23:47,19.07.2022 01:42,19.07.2022 00:17
4107,46,19.07.2022 00:52,19.07.2022 01:34,19.07.2022 01:22
4542,43,18.07.2022 19:35,18.07.2022 23:09,18.07.2022 20:05
8491,65,18.07.2022 20:24,18.07.2022 22:20,18.07.2022 20:54
5695,17,18.07.2022 20:59,19.07.2022 00:12,18.07.2022 21:29
6344,89,19.07.2022 00:10,19.07.2022 03:12,19.07.2022 00:40
5993,23,18.07.2022 21:51,18.07.2022 23:18,18.07.2022 22:21
7772,30,18.07.2022 21:22,18.07.2022 23:15,18.07.2022 21:52
9994,50,18.07.2022 22:38,19.07.2022 02:21,18.07.2022 23:08
9365,91,18.07.2022 22:48,19.07.2022 00:46,18.07.2022 23:18
5098,58,18.07.2022 20:18,18.07.2022 20:20,18.07.2022 20:48
3499,89,19.07.2022 01:30,19.07.2022 04:59,19.07.2022 02:00
4310,94,18.07.2022 23:48,19.07.2022 03:30,19.07.2022 00:18
5324,51,19.07.2022 00:28,19.07.2022 00:50,19.07.2022 00:58
9392,65,18.07.2022 21:19,18.07.2022 22:06,18.07.2022 21:49
9380,77,18.07.2022 22:25,19.07.2022 00:33,18.07.2022 22:55
9465,75,19.07.2022 00:40,19.07.2022 03:19,19.07.2022 01:10
3553,69,18.07.2022 21:51,19.07.2022 00:47,18.07.2022 22:21
7408,48,18.07.2022 20:02,18.07.2022 23:39,18.07.2022 20:32
2244,36,18.07.2022 23:09,19.07.2022 00:52,18.07.2022 23:39
1379,23,18.07.2022 21:30,18.07.2022 21:35,18.07.2022 22:00
2335,16,18.07.2022 20:16,18.07.2022 21:51,18.07.2022 20:46
9664,60,18.07.2022 23:03,19.07.2022 00:47,18.07.2022 23:33
1480,94,18.07.2022 21:41,18.07.2022 23:53,18.07.2022 22:11
4442,94,18.07.2022 22:23,19.07.2022 01:31,18.07.2022 22:53
6289,37,18.07.2022 19:56,18.07.2022 21:45,18.07.2022 20:26
5131,90,18.07.2022 21:18,19.07.2022 00:41,18.07.2022 21:48
3228,77,18.07.2022 19:41,18.07.2022 21:53,18.07.2022 20:11
9428,93,18.07.2022 23:28,19.07.2022 01:24,18.07.2022 23:58
9764,30,18.07.2022 23:24,19.07.2022 00:46,18.07.2022 23:54
6272,26,18.07.2022 17:49,18.07.2022 19:41,18.07.2022 18:19
6108,51,18.07.2022 21:30,18.07.2022 21:46,18.07.2022 22:00
1264,17,18.07.2022 20:21,18.07.2022 21:13,18.07.2022 20:51
7874,95,18.07.2022 22:13,18.07.2022 22:21,18.07.2022 22:43
6771,74,18.07.2022 23:17,19.07.2022 01:03,18.07.2022 23:47
6868,26,18.07.2022 20:29,18.07.2022 22:36,18.07.2022 20:59
1960,75,18.07.2022 18:59,18.07.2022 22:12,18.07.2022 19:29
8520,59,19.07.2022 01:07,19.07.2022 01:24,19.07.2022 01:37
6052,79,18.07.2022 20:36,18.07.2022 23:52,18.07.2022 21:06
4052,42,18.07.2022 19:49,18.07.2022 20:46,18.07.2022 20:19
4171,71,19.07.2022 02:11,19.07.2022 02:30,19.07.2022 02:41
8068,61,18.07.2022 21:53,19.07.2022 01:49,18.07.2022 22:23
1529,86,18.07.2022 21:38,18.07.2022 22:54,18.07.2022 22:08
4435,14,18.07.2022 23:37,19.07.2022 01:24,19.07.2022 00:07
6169,70,18.07.2022 19:53,18.07.2022 20:50,18.07.2022 20:23
9139,36,18.07.2022 20:27,18.07.2022 20:56,18.07.2022 20:57
7165,73,18.07.2022 19:30,18.07.2022 23:30,18.07.2022 20:00
8844,35,18.07.2022 18:27,18.07.2022 21:52,18.07.2022 18:57
3501,37,18.07.2022 22:34,19.07.2022 01:35,18.07.2022 23:04
8786,39,18.07.2022 20:13,18.07.2022 22:23,18.07.2022 20:43
2922,28,18.07.2022 21:34,18.07.2022 23:42,18.07.2022 22:04
1906,13,18.07.2022 23:13,19.07.2022 00:30,18.07.2022 23:43
1203,67,18.07.2022 21:38,19.07.2022 01:04,18.07.2022 22:08
4075,13,18.07.2022 22:38,19.07.2022 00:13,18.07.2022 23:08
4267,46,18.07.2022 22:13,19.07.2022 01:17,18.07.2022 22:43
1352,98,18.07.2022 21:23,18.07.2022 23:03,18.07.2022 21:53
2548,67,18.07.2022 21:48,19.07.2022 00:04,18.07.2022 22:18
4801,63,18.07.2022 23:37,19.07.2022 00:38,19.07.2022 00:07
1840,96,18.07.2022 21:32,18.07.2022 23:38,18.07.2022 22:02
5280,81,19.07.2022 00:58,19.07.2022 04:47,19.07.2022 01:28
8563,88,18.07.2022 22:45,18.07.2022 22:51,18.07.2022 23:15
2998,63,19.07.2022 00:38,19.07.2022 01:18,19.07.2022 01:08
4364,88,18.07.2022 21:08,18.07.2022 22:43,18.07.2022 21:38
2486,82,18.07.2022 22:46,18.07.2022 23:04,18.07.2022 23:16
1123,95,18.07.2022 23:56,19.07.2022 00:15,19.07.2022 00:26
9970,58,18.07.2022 21:29,19.07.2022 00:02,18.07.2022 21:59
8371,78,18.07.2022 21:23,18.07.2022 23:17,18.07.2022 21:53
6640,43,18.07.2022 23:16,19.07.2022 02:22,18.07.2022 23:46
4034,42,18.07.2022 22:28,18.07.2022 22:41,18.07.2022 22:58
8482,35,18.07.2022 22:20,18.07.2022 22:26,18.07.2022 22:50
2903,76,18.07.2022 23:58,19.07.2022 03:54,19.07.2022 00:28
4482,10,18.07.2022 20:30,18.07.2022 21:18,18.07.2022 21:00
6404,36,18.07.2022 20:12,18.07.2022 22:22,18.07.2022 20:42
1870,47,18.07.2022 23:10,18.07.2022 23:47,18.07.2022 23:40
1104,46,18.07.2022 22:05,18.07.2022 23:55,18.07.2022 22:35
6328,92,18.07.2022 23:14,19.07.2022 00:20,18.07.2022 23:44
6976,95,18.07.2022 21:37,18.07.2022 23:22,18.07.2022 22:07
9852,28,18.07.2022 22:03,19.07.2022 01:30,18.07.2022 22:33
9728,89,18.07.2022 19:35,18.07.2022 23:02,18.07.2022 20:05
2707,75,19.07.2022 01:46,19.07.2022 03:59,19.07.2022 02:16
3068,56,18.07.2022 21:23,18.07.2022 23:28,18.07.2022 21:53
8976,72,18.07.2022 23:46,19.07.2022 02:50,19.07.2022 00:16
3679,12,18.07.2022 22:39,18.07.2022 23:49,18.07.2022 23:09
8062,78,19.07.2022 01:08,19.07.2022 05:04,19.07.2022 01:38
4180,64,18.07.2022 21:00,18.07.2022 23:09,18.07.2022 21:30
6348,48,18.07.2022 21:20,19.07.2022 00:25,18.07.2022 21:50
9344,60,18.07.2022 21:20,19.07.2022 00:35,18.07.2022 21:50
3463,32,19.07.2022 00:23,19.07.2022 01:20,19.07.2022 00:53
1460,10,19.07.2022 01:29,19.07.2022 03:19,19.07.2022 01:59
4924,62,18.07.2022 21:54,18.07.2022 22:28,18.07.2022 22:24
3728,48,18.07.2022 23:14,18.07.2022 23:55,18.07.2022 23:44
2722,52,18.07.2022 23:50,19.07.2022 01:02,19.07.2022 00:20
7462,21,18.07.2022 21:03,18.07.2022 23:52,18.07.2022 21:33
6778,46,19.07.2022 01:13,19.07.2022 04:51,19.07.2022 01:43
6815,59,18.07.2022 21:02,18.07.2022 22:17,18.07.2022 21:32
6924,86,18.07.2022 23:50,19.07.2022 03:01,19.07.2022 00:20
5450,75,18.07.2022 19:56,18.07.2022 20:56,18.07.2022 20:26
4820,41,18.07.2022 22:00,19.07.2022 01:20,18.07.2022 22:30
7002,50,18.07.2022 19:39,18.07.2022 21:14,18.07.2022 20:09
3769,52,18.07.2022 23:07,19.07.2022 01:16,18.07.2022 23:37
8970,64,18.07.2022 22:29,19.07.2022 01:24,18.07.2022 22:59
6427,83,18.07.2022 19:01,18.07.2022 22:58,18.07.2022 19:31
4075,75,18.07.2022 20:21,18.07.2022 23:50,18.07.2022 20:51
3072,13,18.07.2022 22:13,18.07.2022 23:52,18.07.2022 22:43
5598,97,18.07.2022 22:53,19.07.2022 01:55,18.07.2022 23:23
6499,16,19.07.2022 00:57,19.07.2022 02:57,19.07.2022 01:27
4636,84,18.07.2022 22:30,19.07.2022 02:25,18.07.2022 23:00
1262,27,19.07.2022 02:13,19.07.2022 04:30,19.07.2022 02:43
7337,20,18.07.2022 19:33,18.07.2022 22:25,18.07.2022 20:03
9452,55,18.07.2022 19:55,18.07.2022 21:25,18.07.2022 20:25
6428,78,18.07.2022 22:11,19.07.2022 00:54,18.07.2022 22:41
1852,67,18.07.2022 23:35,19.07.2022 00:15,19.07.2022 00:05
5978,32,18.07.2022 22:49,19.07.2022 02:39,18.07.2022 23:19
4612,70,18.07.2022 20:19,18.07.2022 21:20,18.07.2022 20:49
3350,87,18.07.2022 22:07,18.07.2022 22:32,18.07.2022 22:37
1181,66,18.07.2022 21:50,18.07.2022 23:33,18.07.2022 22:20
8466,35,18.07.2022 22:32,18.07.2022 23:11,18.07.2022 23:02
8716,99,18.07.2022 21:54,18.07.2022 22:55,18.07.2022 22:24
5988,90,19.07.2022 00:49,19.07.2022 01:16,19.07.2022 01:19
6614,82,19.07.2022 00:36,19.07.2022 03:48,19.07.2022 01:06
5251,15,18.07.2022 20:09,18.07.2022 22:54,18.07.2022 20:39
2014,44,19.07.2022 00:09,19.07.2022 03:52,19.07.2022 00:39
1810,87,19.07.2022 02:28,19.07.2022 03:27,19.07.2022 02:58
3973,72,19.07.2022 00:00,19.07.2022 01:46,19.07.2022 00:30
4794,57,19.07.2022 01:56,19.07.2022 04:15,19.07.2022 02:26
6294,62,18.07.2022 23:34,19.07.2022 01:12,19.07.2022 00:04
