case_id,process_activity,Auftragsnummer,Menge,Lagerort_von,Lagerort_nach,Startzeitpunkt,Endzeitpunkt,Verspaetung,Lagerort
1156_865_18,Waren kommissionieren,1156,61,Hochregallager,Packplatz,2022-04-26 16:44:00,???,True,Packplatz
1158_795_91,Ware vereinnahmen,1158,25,Wareneingang,Hochregallager,??? ,2022-04-26 14:28:00,True,Wareneingang
1158_795_91,Waren lagern,1158,25,Hochregallager,Hochregallager,2022-04-26 17:01:00,2022-04-26 13:24:00,True,Hochregallager
1158_795_91,Waren kommissionieren,1158,25,Hochregallager,Packplatz,2022-04-26 16:36:00,???,True,Packplatz
1159_103_64,Ware vereinnahmen,1159,53,Wareneingang,Hochregallager,??? ,2022-04-26 00:26:00,True,Wareneingang
1159_103_64,Waren lagern,1159,53,Hochregallager,Hochregallager,2022-04-26 02:29:00,2022-04-26 08:52:00,True,Hochregallager
1159_103_64,Waren kommissionieren,1159,53,Hochregallager,Packplatz,2022-04-26 12:48:00,???,True,Packplatz
1171_976_62,Ware vereinnahmen,1171,340,Wareneingang,Hochregallager,??? ,2022-04-26 05:11:00,True,Wareneingang
1171_976_62,Waren lagern,1171,340,Hochregallager,Hochregallager,2022-04-26 07:13:00,2022-04-26 11:48:00,True,Hochregallager
1171_976_62,Waren kommissionieren,1171,340,Hochregallager,Packplatz,2022-04-26 12:24:00,???,True,Packplatz
1189_147_59,Ware vereinnahmen,1189,471,Wareneingang,Hochregallager,??? ,2022-04-25 20:09:00,True,Wareneingang
1189_147_59,Waren lagern,1189,471,Hochregallager,Hochregallager,2022-04-25 21:04:00,2022-04-26 15:08:00,True,Hochregallager
1189_147_59,Waren kommissionieren,1189,471,Hochregallager,Packplatz,2022-04-26 16:45:00,???,True,Packplatz
1201_981_11,Ware vereinnahmen,1201,334,Wareneingang,Hochregallager,??? ,2022-04-26 05:19:00,True,Wareneingang
1201_981_11,Waren lagern,1201,334,Hochregallager,Hochregallager,2022-04-26 07:58:00,2022-04-26 10:23:00,True,Hochregallager
1201_981_11,Waren kommissionieren,1201,334,Hochregallager,Packplatz,2022-04-26 10:29:00,???,True,Packplatz
1202_943_75,Ware vereinnahmen,1202,98,Wareneingang,Hochregallager,??? ,2022-04-26 07:04:00,True,Wareneingang
1202_943_75,Waren lagern,1202,98,Hochregallager,Hochregallager,2022-04-26 09:43:00,2022-04-26 08:43:00,True,Hochregallager
1202_943_75,Waren kommissionieren,1202,98,Hochregallager,Packplatz,2022-04-26 11:52:00,???,True,Packplatz
1204_369_87,Ware vereinnahmen,1204,108,Wareneingang,Hochregallager,??? ,2022-04-26 13:30:00,False,Wareneingang
1204_369_87,Waren lagern,1204,108,Hochregallager,Hochregallager,2022-04-26 14:48:00,2022-04-26 11:45:00,False,Hochregallager
1204_369_87,Waren kommissionieren,1204,108,Hochregallager,Packplatz,2022-04-26 13:53:00,???,False,Packplatz
1206_794_34,Ware vereinnahmen,1206,237,Wareneingang,Hochregallager,??? ,2022-04-26 10:38:00,True,Wareneingang
1206_794_34,Waren lagern,1206,237,Hochregallager,Hochregallager,2022-04-26 10:57:00,2022-04-26 13:48:00,True,Hochregallager
1206_794_34,Waren kommissionieren,1206,237,Hochregallager,Packplatz,2022-04-26 17:34:00,???,True,Packplatz
1210_422_19,Ware vereinnahmen,1210,145,Wareneingang,Hochregallager,??? ,2022-04-26 07:45:00,True,Wareneingang
1210_422_19,Waren lagern,1210,145,Hochregallager,Hochregallager,2022-04-26 10:56:00,2022-04-26 07:35:00,True,Hochregallager
1210_422_19,Waren kommissionieren,1210,145,Hochregallager,Packplatz,2022-04-26 11:24:00,???,True,Packplatz
1226_270_88,Ware vereinnahmen,1226,22,Wareneingang,Hochregallager,??? ,2022-04-26 02:44:00,True,Wareneingang
1226_270_88,Waren lagern,1226,22,Hochregallager,Hochregallager,2022-04-26 05:29:00,2022-04-26 11:16:00,True,Hochregallager
1226_270_88,Waren kommissionieren,1226,22,Hochregallager,Packplatz,2022-04-26 14:03:00,???,True,Packplatz
1226_270_37,Ware vereinnahmen,1226,22,Wareneingang,Hochregallager,??? ,2022-04-26 02:44:00,True,Wareneingang
1226_270_37,Waren lagern,1226,22,Hochregallager,Hochregallager,2022-04-26 05:29:00,2022-04-26 11:16:00,True,Hochregallager
1226_270_37,Waren kommissionieren,1226,22,Hochregallager,Packplatz,2022-04-26 14:03:00,???,True,Packplatz
1226_333_88,Ware vereinnahmen,1226,227,Wareneingang,Hochregallager,??? ,2022-04-26 06:13:00,True,Wareneingang
1226_333_88,Waren lagern,1226,227,Hochregallager,Hochregallager,2022-04-26 06:50:00,2022-04-26 15:50:00,True,Hochregallager
1226_333_88,Waren kommissionieren,1226,227,Hochregallager,Packplatz,2022-04-26 17:22:00,???,True,Packplatz
1226_333_37,Ware vereinnahmen,1226,227,Wareneingang,Hochregallager,??? ,2022-04-26 06:13:00,True,Wareneingang
1226_333_37,Waren lagern,1226,227,Hochregallager,Hochregallager,2022-04-26 06:50:00,2022-04-26 15:50:00,True,Hochregallager
1226_333_37,Waren kommissionieren,1226,227,Hochregallager,Packplatz,2022-04-26 17:22:00,???,True,Packplatz
1246_578_84,Ware vereinnahmen,1246,276,Wareneingang,Hochregallager,??? ,2022-04-26 05:25:00,True,Wareneingang
1246_578_84,Waren lagern,1246,276,Hochregallager,Hochregallager,2022-04-26 06:14:00,2022-04-26 09:48:00,True,Hochregallager
1246_578_84,Waren kommissionieren,1246,276,Hochregallager,Packplatz,2022-04-26 11:51:00,???,True,Packplatz
1259_505_17,Ware vereinnahmen,1259,72,Wareneingang,Hochregallager,??? ,2022-04-26 02:28:00,True,Wareneingang
1259_505_17,Waren lagern,1259,72,Hochregallager,Hochregallager,2022-04-26 06:05:00,2022-04-26 07:25:00,True,Hochregallager
1259_505_17,Waren kommissionieren,1259,72,Hochregallager,Packplatz,2022-04-26 11:11:00,???,True,Packplatz
1267_965_42,Ware vereinnahmen,1267,483,Wareneingang,Hochregallager,??? ,2022-04-26 12:28:00,True,Wareneingang
1267_965_42,Waren lagern,1267,483,Hochregallager,Hochregallager,2022-04-26 16:12:00,2022-04-26 12:58:00,True,Hochregallager
1267_965_42,Waren kommissionieren,1267,483,Hochregallager,Packplatz,2022-04-26 16:28:00,???,True,Packplatz
1276_663_34,Ware vereinnahmen,1276,150,Wareneingang,Hochregallager,??? ,2022-04-26 11:05:00,True,Wareneingang
1276_663_34,Waren lagern,1276,150,Hochregallager,Hochregallager,2022-04-26 13:15:00,2022-04-26 11:54:00,True,Hochregallager
1276_663_34,Waren kommissionieren,1276,150,Hochregallager,Packplatz,2022-04-26 12:14:00,???,True,Packplatz
1278_972_18,Ware vereinnahmen,1278,170,Wareneingang,Hochregallager,??? ,2022-04-25 22:11:00,True,Wareneingang
1278_972_18,Waren lagern,1278,170,Hochregallager,Hochregallager,2022-04-25 22:34:00,2022-04-26 09:57:00,True,Hochregallager
1278_972_18,Waren kommissionieren,1278,170,Hochregallager,Packplatz,2022-04-26 12:56:00,???,True,Packplatz
1290_271_40,Ware vereinnahmen,1290,264,Wareneingang,Hochregallager,??? ,2022-04-26 12:24:00,True,Wareneingang
1290_271_40,Waren lagern,1290,264,Hochregallager,Hochregallager,2022-04-26 14:26:00,2022-04-26 06:03:00,True,Hochregallager
1290_271_40,Waren kommissionieren,1290,264,Hochregallager,Packplatz,2022-04-26 10:03:00,???,True,Packplatz
1302_663_43,Ware vereinnahmen,1302,254,Wareneingang,Hochregallager,??? ,2022-04-26 11:05:00,True,Wareneingang
1302_663_43,Waren lagern,1302,254,Hochregallager,Hochregallager,2022-04-26 13:15:00,2022-04-26 11:54:00,True,Hochregallager
1302_663_43,Waren kommissionieren,1302,254,Hochregallager,Packplatz,2022-04-26 12:14:00,???,True,Packplatz
1303_955_48,Ware vereinnahmen,1303,467,Wareneingang,Hochregallager,??? ,2022-04-25 14:35:00,True,Wareneingang
1303_955_48,Waren lagern,1303,467,Hochregallager,Hochregallager,2022-04-25 15:54:00,2022-04-26 13:23:00,True,Hochregallager
1303_955_48,Waren kommissionieren,1303,467,Hochregallager,Packplatz,2022-04-26 15:16:00,???,True,Packplatz
1303_955_50,Ware vereinnahmen,1303,467,Wareneingang,Hochregallager,??? ,2022-04-25 14:35:00,True,Wareneingang
1303_955_50,Waren lagern,1303,467,Hochregallager,Hochregallager,2022-04-25 15:54:00,2022-04-26 13:23:00,True,Hochregallager
1303_955_50,Waren kommissionieren,1303,467,Hochregallager,Packplatz,2022-04-26 15:16:00,???,True,Packplatz
1303_238_48,Ware vereinnahmen,1303,451,Wareneingang,Hochregallager,??? ,2022-04-25 22:27:00,True,Wareneingang
1303_238_48,Waren lagern,1303,451,Hochregallager,Hochregallager,2022-04-26 00:18:00,2022-04-26 11:50:00,True,Hochregallager
1303_238_48,Waren kommissionieren,1303,451,Hochregallager,Packplatz,2022-04-26 13:03:00,???,True,Packplatz
1303_238_50,Ware vereinnahmen,1303,451,Wareneingang,Hochregallager,??? ,2022-04-25 22:27:00,True,Wareneingang
1303_238_50,Waren lagern,1303,451,Hochregallager,Hochregallager,2022-04-26 00:18:00,2022-04-26 11:50:00,True,Hochregallager
1303_238_50,Waren kommissionieren,1303,451,Hochregallager,Packplatz,2022-04-26 13:03:00,???,True,Packplatz
1308_218_82,Ware vereinnahmen,1308,165,Wareneingang,Hochregallager,??? ,2022-04-25 22:14:00,True,Wareneingang
1308_218_82,Waren lagern,1308,165,Hochregallager,Hochregallager,2022-04-26 01:38:00,2022-04-26 16:42:00,True,Hochregallager
1308_218_82,Waren kommissionieren,1308,165,Hochregallager,Packplatz,2022-04-26 17:27:00,???,True,Packplatz
1311_532_85,Ware vereinnahmen,1311,360,Wareneingang,Hochregallager,??? ,2022-04-25 20:51:00,True,Wareneingang
1311_532_85,Waren lagern,1311,360,Hochregallager,Hochregallager,2022-04-25 22:03:00,2022-04-26 16:58:00,True,Hochregallager
1311_532_85,Waren kommissionieren,1311,360,Hochregallager,Packplatz,2022-04-26 18:33:00,???,True,Packplatz
1316_301_76,Ware vereinnahmen,1316,301,Wareneingang,Hochregallager,??? ,2022-04-26 05:02:00,True,Wareneingang
1316_301_76,Waren lagern,1316,301,Hochregallager,Hochregallager,2022-04-26 05:09:00,2022-04-26 15:00:00,True,Hochregallager
1316_301_76,Waren kommissionieren,1316,301,Hochregallager,Packplatz,2022-04-26 16:27:00,???,True,Packplatz
1325_651_37,Ware vereinnahmen,1325,115,Wareneingang,Hochregallager,??? ,2022-04-26 06:50:00,True,Wareneingang
1325_651_37,Waren lagern,1325,115,Hochregallager,Hochregallager,2022-04-26 08:20:00,2022-04-26 14:33:00,True,Hochregallager
1325_651_37,Waren kommissionieren,1325,115,Hochregallager,Packplatz,2022-04-26 16:08:00,???,True,Packplatz
1342_951_57,Ware vereinnahmen,1342,69,Wareneingang,Hochregallager,??? ,2022-04-26 07:57:00,False,Wareneingang
1342_951_57,Waren lagern,1342,69,Hochregallager,Hochregallager,2022-04-26 10:03:00,2022-04-26 13:16:00,False,Hochregallager
1342_951_57,Waren kommissionieren,1342,69,Hochregallager,Packplatz,2022-04-26 14:15:00,???,False,Packplatz
1351_202_85,Ware vereinnahmen,1351,82,Wareneingang,Hochregallager,??? ,2022-04-26 13:28:00,True,Wareneingang
1351_202_85,Waren lagern,1351,82,Hochregallager,Hochregallager,2022-04-26 14:26:00,2022-04-26 11:45:00,True,Hochregallager
1351_202_85,Waren kommissionieren,1351,82,Hochregallager,Packplatz,2022-04-26 12:03:00,???,True,Packplatz
1357_791_49,Ware vereinnahmen,1357,205,Wareneingang,Hochregallager,??? ,2022-04-26 01:50:00,True,Wareneingang
1357_791_49,Waren lagern,1357,205,Hochregallager,Hochregallager,2022-04-26 02:13:00,2022-04-26 13:19:00,True,Hochregallager
1357_791_49,Waren kommissionieren,1357,205,Hochregallager,Packplatz,2022-04-26 16:02:00,???,True,Packplatz
1362_512_38,Ware vereinnahmen,1362,259,Wareneingang,Hochregallager,??? ,2022-04-26 09:16:00,True,Wareneingang
1362_512_38,Waren lagern,1362,259,Hochregallager,Hochregallager,2022-04-26 10:05:00,2022-04-26 13:31:00,True,Hochregallager
1362_512_38,Waren kommissionieren,1362,259,Hochregallager,Packplatz,2022-04-26 16:19:00,???,True,Packplatz
1390_355_65,Ware vereinnahmen,1390,448,Wareneingang,Hochregallager,??? ,2022-04-26 09:29:00,False,Wareneingang
1390_355_65,Waren lagern,1390,448,Hochregallager,Hochregallager,2022-04-26 11:53:00,2022-04-26 14:32:00,False,Hochregallager
1390_355_65,Waren kommissionieren,1390,448,Hochregallager,Packplatz,2022-04-26 16:36:00,???,False,Packplatz
1408_480_99,Ware vereinnahmen,1408,360,Wareneingang,Hochregallager,??? ,2022-04-25 23:04:00,True,Wareneingang
1408_480_99,Waren lagern,1408,360,Hochregallager,Hochregallager,2022-04-26 00:02:00,2022-04-26 16:23:00,True,Hochregallager
1408_480_99,Waren kommissionieren,1408,360,Hochregallager,Packplatz,2022-04-26 17:49:00,???,True,Packplatz
1408_480_20,Ware vereinnahmen,1408,360,Wareneingang,Hochregallager,??? ,2022-04-25 23:04:00,True,Wareneingang
1408_480_20,Waren lagern,1408,360,Hochregallager,Hochregallager,2022-04-26 00:02:00,2022-04-26 16:23:00,True,Hochregallager
1408_480_20,Waren kommissionieren,1408,360,Hochregallager,Packplatz,2022-04-26 17:49:00,???,True,Packplatz
1408_480_95,Ware vereinnahmen,1408,360,Wareneingang,Hochregallager,??? ,2022-04-25 23:04:00,False,Wareneingang
1408_480_95,Waren lagern,1408,360,Hochregallager,Hochregallager,2022-04-26 00:02:00,2022-04-26 16:23:00,False,Hochregallager
1408_480_95,Waren kommissionieren,1408,360,Hochregallager,Packplatz,2022-04-26 17:49:00,???,False,Packplatz
1408_995_99,Ware vereinnahmen,1408,97,Wareneingang,Hochregallager,??? ,2022-04-26 04:42:00,True,Wareneingang
1408_995_99,Waren lagern,1408,97,Hochregallager,Hochregallager,2022-04-26 08:29:00,2022-04-26 10:14:00,True,Hochregallager
1408_995_99,Waren kommissionieren,1408,97,Hochregallager,Packplatz,2022-04-26 11:48:00,???,True,Packplatz
1408_995_20,Ware vereinnahmen,1408,97,Wareneingang,Hochregallager,??? ,2022-04-26 04:42:00,True,Wareneingang
1408_995_20,Waren lagern,1408,97,Hochregallager,Hochregallager,2022-04-26 08:29:00,2022-04-26 10:14:00,True,Hochregallager
1408_995_20,Waren kommissionieren,1408,97,Hochregallager,Packplatz,2022-04-26 11:48:00,???,True,Packplatz
1408_995_95,Ware vereinnahmen,1408,97,Wareneingang,Hochregallager,??? ,2022-04-26 04:42:00,False,Wareneingang
1408_995_95,Waren lagern,1408,97,Hochregallager,Hochregallager,2022-04-26 08:29:00,2022-04-26 10:14:00,False,Hochregallager
1408_995_95,Waren kommissionieren,1408,97,Hochregallager,Packplatz,2022-04-26 11:48:00,???,False,Packplatz
1408_973_99,Ware vereinnahmen,1408,362,Wareneingang,Hochregallager,??? ,2022-04-26 08:46:00,True,Wareneingang
1408_973_99,Waren lagern,1408,362,Hochregallager,Hochregallager,2022-04-26 11:06:00,2022-04-26 12:32:00,True,Hochregallager
1408_973_99,Waren kommissionieren,1408,362,Hochregallager,Packplatz,2022-04-26 16:06:00,???,True,Packplatz
1408_973_20,Ware vereinnahmen,1408,362,Wareneingang,Hochregallager,??? ,2022-04-26 08:46:00,True,Wareneingang
1408_973_20,Waren lagern,1408,362,Hochregallager,Hochregallager,2022-04-26 11:06:00,2022-04-26 12:32:00,True,Hochregallager
1408_973_20,Waren kommissionieren,1408,362,Hochregallager,Packplatz,2022-04-26 16:06:00,???,True,Packplatz
1408_973_95,Ware vereinnahmen,1408,362,Wareneingang,Hochregallager,??? ,2022-04-26 08:46:00,False,Wareneingang
1408_973_95,Waren lagern,1408,362,Hochregallager,Hochregallager,2022-04-26 11:06:00,2022-04-26 12:32:00,False,Hochregallager
1408_973_95,Waren kommissionieren,1408,362,Hochregallager,Packplatz,2022-04-26 16:06:00,???,False,Packplatz
1418_755_16,Ware vereinnahmen,1418,398,Wareneingang,Hochregallager,??? ,2022-04-26 05:45:00,False,Wareneingang
1418_755_16,Waren lagern,1418,398,Hochregallager,Hochregallager,2022-04-26 06:26:00,2022-04-26 17:00:00,False,Hochregallager
1418_755_16,Waren kommissionieren,1418,398,Hochregallager,Packplatz,2022-04-26 20:17:00,???,False,Packplatz
1420_433_83,Ware vereinnahmen,1420,404,Wareneingang,Hochregallager,??? ,2022-04-26 04:53:00,False,Wareneingang
1420_433_83,Waren lagern,1420,404,Hochregallager,Hochregallager,2022-04-26 08:05:00,2022-04-26 08:42:00,False,Hochregallager
1420_433_83,Waren kommissionieren,1420,404,Hochregallager,Packplatz,2022-04-26 10:04:00,???,False,Packplatz
1432_845_34,Ware vereinnahmen,1432,140,Wareneingang,Hochregallager,??? ,2022-04-25 19:39:00,False,Wareneingang
1432_845_34,Waren lagern,1432,140,Hochregallager,Hochregallager,2022-04-25 21:06:00,2022-04-26 14:23:00,False,Hochregallager
1432_845_34,Waren kommissionieren,1432,140,Hochregallager,Packplatz,2022-04-26 17:15:00,???,False,Packplatz
1446_565_37,Ware vereinnahmen,1446,223,Wareneingang,Hochregallager,??? ,2022-04-26 04:53:00,True,Wareneingang
1446_565_37,Waren lagern,1446,223,Hochregallager,Hochregallager,2022-04-26 07:10:00,2022-04-26 11:31:00,True,Hochregallager
1446_565_37,Waren kommissionieren,1446,223,Hochregallager,Packplatz,2022-04-26 12:23:00,???,True,Packplatz
1448_467_99,Ware vereinnahmen,1448,144,Wareneingang,Hochregallager,??? ,2022-04-26 01:49:00,True,Wareneingang
1448_467_99,Waren lagern,1448,144,Hochregallager,Hochregallager,2022-04-26 04:55:00,2022-04-26 13:03:00,True,Hochregallager
1448_467_99,Waren kommissionieren,1448,144,Hochregallager,Packplatz,2022-04-26 14:45:00,???,True,Packplatz
1450_552_58,Ware vereinnahmen,1450,243,Wareneingang,Hochregallager,??? ,2022-04-26 08:57:00,True,Wareneingang
1450_552_58,Waren lagern,1450,243,Hochregallager,Hochregallager,2022-04-26 09:39:00,2022-04-26 08:50:00,True,Hochregallager
1450_552_58,Waren kommissionieren,1450,243,Hochregallager,Packplatz,2022-04-26 12:20:00,???,True,Packplatz
1456_899_23,Ware vereinnahmen,1456,224,Wareneingang,Hochregallager,??? ,2022-04-26 02:17:00,False,Wareneingang
1456_899_23,Waren lagern,1456,224,Hochregallager,Hochregallager,2022-04-26 04:03:00,2022-04-26 13:32:00,False,Hochregallager
1456_899_23,Waren kommissionieren,1456,224,Hochregallager,Packplatz,2022-04-26 16:24:00,???,False,Packplatz
1468_864_39,Ware vereinnahmen,1468,92,Wareneingang,Hochregallager,??? ,2022-04-25 20:40:00,True,Wareneingang
1468_864_39,Waren lagern,1468,92,Hochregallager,Hochregallager,2022-04-25 21:46:00,2022-04-26 08:34:00,True,Hochregallager
1468_864_39,Waren kommissionieren,1468,92,Hochregallager,Packplatz,2022-04-26 12:11:00,???,True,Packplatz
1484_810_26,Ware vereinnahmen,1484,322,Wareneingang,Hochregallager,??? ,2022-04-26 12:55:00,True,Wareneingang
1484_810_26,Waren lagern,1484,322,Hochregallager,Hochregallager,2022-04-26 13:39:00,2022-04-26 13:57:00,True,Hochregallager
1484_810_26,Waren kommissionieren,1484,322,Hochregallager,Packplatz,2022-04-26 14:05:00,???,True,Packplatz
1492_517_30,Ware vereinnahmen,1492,98,Wareneingang,Hochregallager,??? ,2022-04-26 07:28:00,True,Wareneingang
1492_517_30,Waren lagern,1492,98,Hochregallager,Hochregallager,2022-04-26 10:54:00,2022-04-26 16:37:00,True,Hochregallager
1492_517_30,Waren kommissionieren,1492,98,Hochregallager,Packplatz,2022-04-26 18:14:00,???,True,Packplatz
1498_202_46,Ware vereinnahmen,1498,71,Wareneingang,Hochregallager,??? ,2022-04-26 13:28:00,True,Wareneingang
1498_202_46,Waren lagern,1498,71,Hochregallager,Hochregallager,2022-04-26 14:26:00,2022-04-26 11:45:00,True,Hochregallager
1498_202_46,Waren kommissionieren,1498,71,Hochregallager,Packplatz,2022-04-26 12:03:00,???,True,Packplatz
1512_215_36,Ware vereinnahmen,1512,484,Wareneingang,Hochregallager,??? ,2022-04-26 08:08:00,True,Wareneingang
1512_215_36,Waren lagern,1512,484,Hochregallager,Hochregallager,2022-04-26 08:53:00,2022-04-26 06:51:00,True,Hochregallager
1512_215_36,Waren kommissionieren,1512,484,Hochregallager,Packplatz,2022-04-26 09:47:00,???,True,Packplatz
1515_129_39,Ware vereinnahmen,1515,454,Wareneingang,Hochregallager,??? ,2022-04-26 07:32:00,True,Wareneingang
1515_129_39,Waren lagern,1515,454,Hochregallager,Hochregallager,2022-04-26 10:49:00,2022-04-26 07:06:00,True,Hochregallager
1515_129_39,Waren kommissionieren,1515,454,Hochregallager,Packplatz,2022-04-26 10:49:00,???,True,Packplatz
1519_158_90,Ware vereinnahmen,1519,321,Wareneingang,Hochregallager,??? ,2022-04-26 02:06:00,True,Wareneingang
1519_158_90,Waren lagern,1519,321,Hochregallager,Hochregallager,2022-04-26 02:35:00,2022-04-26 09:16:00,True,Hochregallager
1519_158_90,Waren kommissionieren,1519,321,Hochregallager,Packplatz,2022-04-26 12:28:00,???,True,Packplatz
1520_340_90,Ware vereinnahmen,1520,81,Wareneingang,Hochregallager,??? ,2022-04-26 10:13:00,True,Wareneingang
1520_340_90,Waren lagern,1520,81,Hochregallager,Hochregallager,2022-04-26 13:29:00,2022-04-26 09:11:00,True,Hochregallager
1520_340_90,Waren kommissionieren,1520,81,Hochregallager,Packplatz,2022-04-26 13:01:00,???,True,Packplatz
