Auftragsnummer,Versand_ID,Verladestart,Verladeende,Versand_SOLL,Lagereinheit_ID,Packplatz,Packzeitpunkt,Menge,Lagerort_von,Lagerort_nach,Startzeitpunkt,Endzeitpunkt
1082,39,26.04.2022 19:16,26.04.2022 19:21,26.04.2022 19:46,320,Packplatz 08,26.04.2022 17:13,250,Wareneingang,Hochregallager,2022-04-26 13:25:00,2022-04-26 15:20:00
1082,39,26.04.2022 19:16,26.04.2022 19:21,26.04.2022 19:46,320,Packplatz 08,26.04.2022 17:13,250,Hochregallager,Packplatz,2022-04-26 14:20:00,2022-04-26 14:55:00
1098,31,26.04.2022 18:00,26.04.2022 19:07,26.04.2022 18:30,382,Packplatz 10,26.04.2022 15:56,8,Wareneingang,Hochregallager,2022-04-26 07:12:00,2022-04-26 08:40:00
1098,31,26.04.2022 18:00,26.04.2022 19:07,26.04.2022 18:30,382,Packplatz 10,26.04.2022 15:56,8,Hochregallager,Packplatz,2022-04-26 10:14:00,2022-04-26 12:20:00
1105,97,26.04.2022 18:10,26.04.2022 20:26,26.04.2022 18:40,350,Packplatz 01,26.04.2022 18:43,81,Wareneingang,Hochregallager,2022-04-26 02:19:00,2022-04-26 05:24:00
1105,18,26.04.2022 18:48,26.04.2022 18:59,26.04.2022 19:18,350,Packplatz 01,26.04.2022 18:43,81,Wareneingang,Hochregallager,2022-04-26 02:19:00,2022-04-26 05:24:00
1105,97,26.04.2022 18:10,26.04.2022 20:26,26.04.2022 18:40,641,Packplatz 06,26.04.2022 17:49,385,Hochregallager,Packplatz,2022-04-26 09:41:00,2022-04-26 12:32:00
1105,18,26.04.2022 18:48,26.04.2022 18:59,26.04.2022 19:18,641,Packplatz 06,26.04.2022 17:49,385,Hochregallager,Packplatz,2022-04-26 09:41:00,2022-04-26 12:32:00
1105,97,26.04.2022 18:10,26.04.2022 20:26,26.04.2022 18:40,641,Packplatz 06,26.04.2022 17:49,385,Wareneingang,Hochregallager,2022-04-26 12:49:00,2022-04-26 12:52:00
1105,18,26.04.2022 18:48,26.04.2022 18:59,26.04.2022 19:18,641,Packplatz 06,26.04.2022 17:49,385,Wareneingang,Hochregallager,2022-04-26 12:49:00,2022-04-26 12:52:00
1105,97,26.04.2022 18:10,26.04.2022 20:26,26.04.2022 18:40,350,Packplatz 01,26.04.2022 18:43,81,Hochregallager,Packplatz,2022-04-26 17:29:00,2022-04-26 18:28:00
1105,18,26.04.2022 18:48,26.04.2022 18:59,26.04.2022 19:18,350,Packplatz 01,26.04.2022 18:43,81,Hochregallager,Packplatz,2022-04-26 17:29:00,2022-04-26 18:28:00
1114,50,26.04.2022 21:37,27.04.2022 00:01,26.04.2022 22:07,236,Packplatz 07,26.04.2022 20:52,216,Wareneingang,Hochregallager,2022-04-26 05:43:00,2022-04-26 08:22:00
1114,50,26.04.2022 21:37,27.04.2022 00:01,26.04.2022 22:07,236,Packplatz 07,26.04.2022 20:52,216,Hochregallager,Packplatz,2022-04-26 15:41:00,2022-04-26 18:47:00
1139,33,26.04.2022 17:37,26.04.2022 20:21,26.04.2022 18:07,500,Packplatz 07,26.04.2022 15:38,161,Wareneingang,Hochregallager,2022-04-26 07:21:00,2022-04-26 10:10:00
1139,33,26.04.2022 17:37,26.04.2022 20:21,26.04.2022 18:07,500,Packplatz 07,26.04.2022 15:38,161,Hochregallager,Packplatz,2022-04-26 12:27:00,2022-04-26 16:17:00
1142,10,26.04.2022 21:42,27.04.2022 01:42,26.04.2022 22:12,942,Packplatz 01,26.04.2022 19:41,399,Wareneingang,Hochregallager,2022-04-26 07:13:00,2022-04-26 10:51:00
1142,10,26.04.2022 21:42,27.04.2022 01:42,26.04.2022 22:12,942,Packplatz 01,26.04.2022 19:41,399,Hochregallager,Packplatz,2022-04-26 16:17:00,2022-04-26 18:43:00
1147,78,26.04.2022 20:21,26.04.2022 23:07,26.04.2022 20:51,351,Packplatz 09,26.04.2022 19:49,291,Wareneingang,Hochregallager,2022-04-26 03:06:00,2022-04-26 05:25:00
1147,78,26.04.2022 20:21,26.04.2022 23:07,26.04.2022 20:51,351,Packplatz 09,26.04.2022 19:49,291,Hochregallager,Packplatz,2022-04-26 13:16:00,2022-04-26 17:10:00
1156,18,26.04.2022 19:42,26.04.2022 23:34,26.04.2022 20:12,865,Packplatz 05,26.04.2022 18:31,61,Wareneingang,Hochregallager,2022-04-26 08:29:00,2022-04-26 09:48:00
1156,18,26.04.2022 19:42,26.04.2022 23:34,26.04.2022 20:12,865,Packplatz 05,26.04.2022 18:31,61,Hochregallager,Packplatz,2022-04-26 14:50:00,2022-04-26 16:44:00
1158,91,26.04.2022 19:07,26.04.2022 21:27,26.04.2022 19:37,795,Packplatz 04,26.04.2022 17:11,25,Hochregallager,Packplatz,2022-04-26 13:24:00,2022-04-26 16:36:00
1158,91,26.04.2022 19:07,26.04.2022 21:27,26.04.2022 19:37,795,Packplatz 04,26.04.2022 17:11,25,Wareneingang,Hochregallager,2022-04-26 14:28:00,2022-04-26 17:01:00
1159,64,26.04.2022 14:26,26.04.2022 15:16,26.04.2022 14:56,103,Packplatz 06,26.04.2022 12:56,53,Wareneingang,Hochregallager,2022-04-26 00:26:00,2022-04-26 02:29:00
1159,64,26.04.2022 14:26,26.04.2022 15:16,26.04.2022 14:56,103,Packplatz 06,26.04.2022 12:56,53,Hochregallager,Packplatz,2022-04-26 08:52:00,2022-04-26 12:48:00
1171,62,26.04.2022 18:34,26.04.2022 21:47,26.04.2022 19:04,976,Packplatz 06,26.04.2022 15:47,340,Wareneingang,Hochregallager,2022-04-26 05:11:00,2022-04-26 07:13:00
1171,62,26.04.2022 18:34,26.04.2022 21:47,26.04.2022 19:04,976,Packplatz 06,26.04.2022 15:47,340,Hochregallager,Packplatz,2022-04-26 11:48:00,2022-04-26 12:24:00
1189,59,26.04.2022 20:13,27.04.2022 00:03,26.04.2022 20:43,147,Packplatz 01,26.04.2022 19:06,471,Wareneingang,Hochregallager,2022-04-25 20:09:00,2022-04-25 21:04:00
1189,59,26.04.2022 20:13,27.04.2022 00:03,26.04.2022 20:43,147,Packplatz 01,26.04.2022 19:06,471,Hochregallager,Packplatz,2022-04-26 15:08:00,2022-04-26 16:45:00
1201,11,26.04.2022 15:05,26.04.2022 18:21,26.04.2022 15:35,981,Packplatz 04,26.04.2022 12:32,334,Wareneingang,Hochregallager,2022-04-26 05:19:00,2022-04-26 07:58:00
1201,11,26.04.2022 15:05,26.04.2022 18:21,26.04.2022 15:35,981,Packplatz 04,26.04.2022 12:32,334,Hochregallager,Packplatz,2022-04-26 10:23:00,2022-04-26 10:29:00
1202,75,26.04.2022 15:55,26.04.2022 17:19,26.04.2022 16:25,943,Packplatz 05,26.04.2022 12:49,98,Wareneingang,Hochregallager,2022-04-26 07:04:00,2022-04-26 09:43:00
1202,75,26.04.2022 15:55,26.04.2022 17:19,26.04.2022 16:25,943,Packplatz 05,26.04.2022 12:49,98,Hochregallager,Packplatz,2022-04-26 08:43:00,2022-04-26 11:52:00
1204,87,26.04.2022 23:02,26.04.2022 23:23,26.04.2022 23:32,369,Packplatz 01,26.04.2022 19:02,108,Hochregallager,Packplatz,2022-04-26 11:45:00,2022-04-26 13:53:00
1204,87,26.04.2022 23:02,26.04.2022 23:23,26.04.2022 23:32,369,Packplatz 01,26.04.2022 19:02,108,Wareneingang,Hochregallager,2022-04-26 13:30:00,2022-04-26 14:48:00
1206,34,26.04.2022 17:41,26.04.2022 20:07,26.04.2022 18:11,794,Packplatz 10,26.04.2022 16:41,237,Wareneingang,Hochregallager,2022-04-26 10:38:00,2022-04-26 10:57:00
1206,34,26.04.2022 17:41,26.04.2022 20:07,26.04.2022 18:11,794,Packplatz 10,26.04.2022 16:41,237,Hochregallager,Packplatz,2022-04-26 13:48:00,2022-04-26 17:34:00
1210,19,26.04.2022 13:56,26.04.2022 14:46,26.04.2022 14:26,422,Packplatz 05,26.04.2022 11:54,145,Hochregallager,Packplatz,2022-04-26 07:35:00,2022-04-26 11:24:00
1210,19,26.04.2022 13:56,26.04.2022 14:46,26.04.2022 14:26,422,Packplatz 05,26.04.2022 11:54,145,Wareneingang,Hochregallager,2022-04-26 07:45:00,2022-04-26 10:56:00
1226,88,26.04.2022 21:31,27.04.2022 01:01,26.04.2022 22:01,270,Packplatz 02,26.04.2022 15:47,22,Wareneingang,Hochregallager,2022-04-26 02:44:00,2022-04-26 05:29:00
1226,37,26.04.2022 16:39,26.04.2022 20:17,26.04.2022 17:09,270,Packplatz 02,26.04.2022 15:47,22,Wareneingang,Hochregallager,2022-04-26 02:44:00,2022-04-26 05:29:00
1226,88,26.04.2022 21:31,27.04.2022 01:01,26.04.2022 22:01,333,Packplatz 10,26.04.2022 20:51,227,Wareneingang,Hochregallager,2022-04-26 06:13:00,2022-04-26 06:50:00
1226,37,26.04.2022 16:39,26.04.2022 20:17,26.04.2022 17:09,333,Packplatz 10,26.04.2022 20:51,227,Wareneingang,Hochregallager,2022-04-26 06:13:00,2022-04-26 06:50:00
1226,88,26.04.2022 21:31,27.04.2022 01:01,26.04.2022 22:01,270,Packplatz 02,26.04.2022 15:47,22,Hochregallager,Packplatz,2022-04-26 11:16:00,2022-04-26 14:03:00
1226,37,26.04.2022 16:39,26.04.2022 20:17,26.04.2022 17:09,270,Packplatz 02,26.04.2022 15:47,22,Hochregallager,Packplatz,2022-04-26 11:16:00,2022-04-26 14:03:00
1226,88,26.04.2022 21:31,27.04.2022 01:01,26.04.2022 22:01,333,Packplatz 10,26.04.2022 20:51,227,Hochregallager,Packplatz,2022-04-26 15:50:00,2022-04-26 17:22:00
1226,37,26.04.2022 16:39,26.04.2022 20:17,26.04.2022 17:09,333,Packplatz 10,26.04.2022 20:51,227,Hochregallager,Packplatz,2022-04-26 15:50:00,2022-04-26 17:22:00
1246,84,26.04.2022 19:07,26.04.2022 21:09,26.04.2022 19:37,578,Packplatz 06,26.04.2022 19:01,276,Wareneingang,Hochregallager,2022-04-26 05:25:00,2022-04-26 06:14:00
1246,84,26.04.2022 19:07,26.04.2022 21:09,26.04.2022 19:37,578,Packplatz 06,26.04.2022 19:01,276,Hochregallager,Packplatz,2022-04-26 09:48:00,2022-04-26 11:51:00
1259,17,26.04.2022 17:18,26.04.2022 17:56,26.04.2022 17:48,505,Packplatz 08,26.04.2022 16:33,72,Wareneingang,Hochregallager,2022-04-26 02:28:00,2022-04-26 06:05:00
1259,17,26.04.2022 17:18,26.04.2022 17:56,26.04.2022 17:48,505,Packplatz 08,26.04.2022 16:33,72,Hochregallager,Packplatz,2022-04-26 07:25:00,2022-04-26 11:11:00
1267,42,26.04.2022 20:54,26.04.2022 22:52,26.04.2022 21:24,965,Packplatz 09,26.04.2022 19:48,483,Wareneingang,Hochregallager,2022-04-26 12:28:00,2022-04-26 16:12:00
1267,42,26.04.2022 20:54,26.04.2022 22:52,26.04.2022 21:24,965,Packplatz 09,26.04.2022 19:48,483,Hochregallager,Packplatz,2022-04-26 12:58:00,2022-04-26 16:28:00
1276,34,26.04.2022 16:24,26.04.2022 18:22,26.04.2022 16:54,663,Packplatz 06,26.04.2022 14:29,150,Wareneingang,Hochregallager,2022-04-26 11:05:00,2022-04-26 13:15:00
1276,34,26.04.2022 16:24,26.04.2022 18:22,26.04.2022 16:54,663,Packplatz 06,26.04.2022 14:29,150,Hochregallager,Packplatz,2022-04-26 11:54:00,2022-04-26 12:14:00
1278,18,26.04.2022 16:15,26.04.2022 19:09,26.04.2022 16:45,972,Packplatz 07,26.04.2022 12:19,170,Wareneingang,Hochregallager,2022-04-25 22:11:00,2022-04-25 22:34:00
1278,18,26.04.2022 16:15,26.04.2022 19:09,26.04.2022 16:45,972,Packplatz 07,26.04.2022 12:19,170,Hochregallager,Packplatz,2022-04-26 09:57:00,2022-04-26 12:56:00
1290,40,26.04.2022 16:13,26.04.2022 18:30,26.04.2022 16:43,271,Packplatz 04,26.04.2022 13:33,264,Hochregallager,Packplatz,2022-04-26 06:03:00,2022-04-26 10:03:00
1290,40,26.04.2022 16:13,26.04.2022 18:30,26.04.2022 16:43,271,Packplatz 04,26.04.2022 13:33,264,Wareneingang,Hochregallager,2022-04-26 12:24:00,2022-04-26 14:26:00
1302,43,26.04.2022 18:58,26.04.2022 21:55,26.04.2022 19:28,663,Packplatz 02,26.04.2022 17:14,254,Wareneingang,Hochregallager,2022-04-26 11:05:00,2022-04-26 13:15:00
1302,43,26.04.2022 18:58,26.04.2022 21:55,26.04.2022 19:28,663,Packplatz 02,26.04.2022 17:14,254,Hochregallager,Packplatz,2022-04-26 11:54:00,2022-04-26 12:14:00
1303,48,26.04.2022 16:41,26.04.2022 19:30,26.04.2022 17:11,955,Packplatz 09,26.04.2022 15:50,467,Wareneingang,Hochregallager,2022-04-25 14:35:00,2022-04-25 15:54:00
1303,50,26.04.2022 17:25,26.04.2022 20:22,26.04.2022 17:55,955,Packplatz 09,26.04.2022 15:50,467,Wareneingang,Hochregallager,2022-04-25 14:35:00,2022-04-25 15:54:00
1303,48,26.04.2022 16:41,26.04.2022 19:30,26.04.2022 17:11,238,Packplatz 08,26.04.2022 16:14,451,Wareneingang,Hochregallager,2022-04-25 22:27:00,2022-04-26 00:18:00
1303,50,26.04.2022 17:25,26.04.2022 20:22,26.04.2022 17:55,238,Packplatz 08,26.04.2022 16:14,451,Wareneingang,Hochregallager,2022-04-25 22:27:00,2022-04-26 00:18:00
1303,48,26.04.2022 16:41,26.04.2022 19:30,26.04.2022 17:11,238,Packplatz 08,26.04.2022 16:14,451,Hochregallager,Packplatz,2022-04-26 11:50:00,2022-04-26 13:03:00
1303,50,26.04.2022 17:25,26.04.2022 20:22,26.04.2022 17:55,238,Packplatz 08,26.04.2022 16:14,451,Hochregallager,Packplatz,2022-04-26 11:50:00,2022-04-26 13:03:00
1303,48,26.04.2022 16:41,26.04.2022 19:30,26.04.2022 17:11,955,Packplatz 09,26.04.2022 15:50,467,Hochregallager,Packplatz,2022-04-26 13:23:00,2022-04-26 15:16:00
1303,50,26.04.2022 17:25,26.04.2022 20:22,26.04.2022 17:55,955,Packplatz 09,26.04.2022 15:50,467,Hochregallager,Packplatz,2022-04-26 13:23:00,2022-04-26 15:16:00
1308,82,26.04.2022 20:33,26.04.2022 22:51,26.04.2022 21:03,218,Packplatz 08,26.04.2022 19:19,165,Wareneingang,Hochregallager,2022-04-25 22:14:00,2022-04-26 01:38:00
1308,82,26.04.2022 20:33,26.04.2022 22:51,26.04.2022 21:03,218,Packplatz 08,26.04.2022 19:19,165,Hochregallager,Packplatz,2022-04-26 16:42:00,2022-04-26 17:27:00
1311,85,26.04.2022 23:18,27.04.2022 03:14,26.04.2022 23:48,532,Packplatz 02,26.04.2022 23:09,360,Wareneingang,Hochregallager,2022-04-25 20:51:00,2022-04-25 22:03:00
1311,85,26.04.2022 23:18,27.04.2022 03:14,26.04.2022 23:48,532,Packplatz 02,26.04.2022 23:09,360,Hochregallager,Packplatz,2022-04-26 16:58:00,2022-04-26 18:33:00
1316,76,26.04.2022 17:51,26.04.2022 20:03,26.04.2022 18:21,301,Packplatz 05,26.04.2022 17:40,301,Wareneingang,Hochregallager,2022-04-26 05:02:00,2022-04-26 05:09:00
1316,76,26.04.2022 17:51,26.04.2022 20:03,26.04.2022 18:21,301,Packplatz 05,26.04.2022 17:40,301,Hochregallager,Packplatz,2022-04-26 15:00:00,2022-04-26 16:27:00
1325,37,26.04.2022 20:25,26.04.2022 23:00,26.04.2022 20:55,651,Packplatz 01,26.04.2022 16:37,115,Wareneingang,Hochregallager,2022-04-26 06:50:00,2022-04-26 08:20:00
1325,37,26.04.2022 20:25,26.04.2022 23:00,26.04.2022 20:55,651,Packplatz 01,26.04.2022 16:37,115,Hochregallager,Packplatz,2022-04-26 14:33:00,2022-04-26 16:08:00
1342,57,26.04.2022 18:22,26.04.2022 18:24,26.04.2022 18:52,951,Packplatz 07,26.04.2022 17:43,69,Wareneingang,Hochregallager,2022-04-26 07:57:00,2022-04-26 10:03:00
1342,57,26.04.2022 18:22,26.04.2022 18:24,26.04.2022 18:52,951,Packplatz 07,26.04.2022 17:43,69,Hochregallager,Packplatz,2022-04-26 13:16:00,2022-04-26 14:15:00
1351,85,26.04.2022 20:14,26.04.2022 21:43,26.04.2022 20:44,202,Packplatz 10,26.04.2022 18:40,82,Hochregallager,Packplatz,2022-04-26 11:45:00,2022-04-26 12:03:00
1351,85,26.04.2022 20:14,26.04.2022 21:43,26.04.2022 20:44,202,Packplatz 10,26.04.2022 18:40,82,Wareneingang,Hochregallager,2022-04-26 13:28:00,2022-04-26 14:26:00
1357,49,26.04.2022 17:25,26.04.2022 20:54,26.04.2022 17:55,791,Packplatz 08,26.04.2022 17:06,205,Wareneingang,Hochregallager,2022-04-26 01:50:00,2022-04-26 02:13:00
1357,49,26.04.2022 17:25,26.04.2022 20:54,26.04.2022 17:55,791,Packplatz 08,26.04.2022 17:06,205,Hochregallager,Packplatz,2022-04-26 13:19:00,2022-04-26 16:02:00
1362,38,26.04.2022 20:03,26.04.2022 21:03,26.04.2022 20:33,512,Packplatz 07,26.04.2022 17:49,259,Wareneingang,Hochregallager,2022-04-26 09:16:00,2022-04-26 10:05:00
1362,38,26.04.2022 20:03,26.04.2022 21:03,26.04.2022 20:33,512,Packplatz 07,26.04.2022 17:49,259,Hochregallager,Packplatz,2022-04-26 13:31:00,2022-04-26 16:19:00
1390,65,26.04.2022 19:50,26.04.2022 20:17,26.04.2022 20:20,355,Packplatz 04,26.04.2022 18:08,448,Wareneingang,Hochregallager,2022-04-26 09:29:00,2022-04-26 11:53:00
1390,65,26.04.2022 19:50,26.04.2022 20:17,26.04.2022 20:20,355,Packplatz 04,26.04.2022 18:08,448,Hochregallager,Packplatz,2022-04-26 14:32:00,2022-04-26 16:36:00
1408,99,26.04.2022 17:13,26.04.2022 20:30,26.04.2022 17:43,480,Packplatz 03,26.04.2022 15:09,360,Wareneingang,Hochregallager,2022-04-25 23:04:00,2022-04-26 00:02:00
1408,20,26.04.2022 17:13,26.04.2022 19:22,26.04.2022 17:43,480,Packplatz 03,26.04.2022 15:09,360,Wareneingang,Hochregallager,2022-04-25 23:04:00,2022-04-26 00:02:00
1408,95,26.04.2022 15:42,26.04.2022 16:04,26.04.2022 16:12,480,Packplatz 03,26.04.2022 15:09,360,Wareneingang,Hochregallager,2022-04-25 23:04:00,2022-04-26 00:02:00
1408,99,26.04.2022 17:13,26.04.2022 20:30,26.04.2022 17:43,995,Packplatz 08,26.04.2022 15:24,97,Wareneingang,Hochregallager,2022-04-26 04:42:00,2022-04-26 08:29:00
1408,20,26.04.2022 17:13,26.04.2022 19:22,26.04.2022 17:43,995,Packplatz 08,26.04.2022 15:24,97,Wareneingang,Hochregallager,2022-04-26 04:42:00,2022-04-26 08:29:00
1408,95,26.04.2022 15:42,26.04.2022 16:04,26.04.2022 16:12,995,Packplatz 08,26.04.2022 15:24,97,Wareneingang,Hochregallager,2022-04-26 04:42:00,2022-04-26 08:29:00
1408,99,26.04.2022 17:13,26.04.2022 20:30,26.04.2022 17:43,973,Packplatz 01,26.04.2022 15:52,362,Wareneingang,Hochregallager,2022-04-26 08:46:00,2022-04-26 11:06:00
1408,20,26.04.2022 17:13,26.04.2022 19:22,26.04.2022 17:43,973,Packplatz 01,26.04.2022 15:52,362,Wareneingang,Hochregallager,2022-04-26 08:46:00,2022-04-26 11:06:00
1408,95,26.04.2022 15:42,26.04.2022 16:04,26.04.2022 16:12,973,Packplatz 01,26.04.2022 15:52,362,Wareneingang,Hochregallager,2022-04-26 08:46:00,2022-04-26 11:06:00
1408,99,26.04.2022 17:13,26.04.2022 20:30,26.04.2022 17:43,995,Packplatz 08,26.04.2022 15:24,97,Hochregallager,Packplatz,2022-04-26 10:14:00,2022-04-26 11:48:00
1408,20,26.04.2022 17:13,26.04.2022 19:22,26.04.2022 17:43,995,Packplatz 08,26.04.2022 15:24,97,Hochregallager,Packplatz,2022-04-26 10:14:00,2022-04-26 11:48:00
1408,95,26.04.2022 15:42,26.04.2022 16:04,26.04.2022 16:12,995,Packplatz 08,26.04.2022 15:24,97,Hochregallager,Packplatz,2022-04-26 10:14:00,2022-04-26 11:48:00
1408,99,26.04.2022 17:13,26.04.2022 20:30,26.04.2022 17:43,973,Packplatz 01,26.04.2022 15:52,362,Hochregallager,Packplatz,2022-04-26 12:32:00,2022-04-26 16:06:00
1408,20,26.04.2022 17:13,26.04.2022 19:22,26.04.2022 17:43,973,Packplatz 01,26.04.2022 15:52,362,Hochregallager,Packplatz,2022-04-26 12:32:00,2022-04-26 16:06:00
1408,95,26.04.2022 15:42,26.04.2022 16:04,26.04.2022 16:12,973,Packplatz 01,26.04.2022 15:52,362,Hochregallager,Packplatz,2022-04-26 12:32:00,2022-04-26 16:06:00
1408,99,26.04.2022 17:13,26.04.2022 20:30,26.04.2022 17:43,480,Packplatz 03,26.04.2022 15:09,360,Hochregallager,Packplatz,2022-04-26 16:23:00,2022-04-26 17:49:00
1408,20,26.04.2022 17:13,26.04.2022 19:22,26.04.2022 17:43,480,Packplatz 03,26.04.2022 15:09,360,Hochregallager,Packplatz,2022-04-26 16:23:00,2022-04-26 17:49:00
1408,95,26.04.2022 15:42,26.04.2022 16:04,26.04.2022 16:12,480,Packplatz 03,26.04.2022 15:09,360,Hochregallager,Packplatz,2022-04-26 16:23:00,2022-04-26 17:49:00
1418,16,26.04.2022 22:07,26.04.2022 22:33,26.04.2022 22:37,755,Packplatz 09,26.04.2022 21:43,398,Wareneingang,Hochregallager,2022-04-26 05:45:00,2022-04-26 06:26:00
1418,16,26.04.2022 22:07,26.04.2022 22:33,26.04.2022 22:37,755,Packplatz 09,26.04.2022 21:43,398,Hochregallager,Packplatz,2022-04-26 17:00:00,2022-04-26 20:17:00
1420,83,26.04.2022 14:48,26.04.2022 15:06,26.04.2022 15:18,433,Packplatz 07,26.04.2022 12:13,404,Wareneingang,Hochregallager,2022-04-26 04:53:00,2022-04-26 08:05:00
1420,83,26.04.2022 14:48,26.04.2022 15:06,26.04.2022 15:18,433,Packplatz 07,26.04.2022 12:13,404,Hochregallager,Packplatz,2022-04-26 08:42:00,2022-04-26 10:04:00
1432,34,26.04.2022 19:24,26.04.2022 19:50,26.04.2022 19:54,845,Packplatz 08,26.04.2022 16:04,140,Wareneingang,Hochregallager,2022-04-25 19:39:00,2022-04-25 21:06:00
1432,34,26.04.2022 19:24,26.04.2022 19:50,26.04.2022 19:54,845,Packplatz 08,26.04.2022 16:04,140,Hochregallager,Packplatz,2022-04-26 14:23:00,2022-04-26 17:15:00
1446,37,26.04.2022 17:59,26.04.2022 21:39,26.04.2022 18:29,565,Packplatz 09,26.04.2022 15:20,223,Wareneingang,Hochregallager,2022-04-26 04:53:00,2022-04-26 07:10:00
1446,37,26.04.2022 17:59,26.04.2022 21:39,26.04.2022 18:29,565,Packplatz 09,26.04.2022 15:20,223,Hochregallager,Packplatz,2022-04-26 11:31:00,2022-04-26 12:23:00
1448,99,26.04.2022 18:39,26.04.2022 21:44,26.04.2022 19:09,467,Packplatz 01,26.04.2022 15:30,144,Wareneingang,Hochregallager,2022-04-26 01:49:00,2022-04-26 04:55:00
1448,99,26.04.2022 18:39,26.04.2022 21:44,26.04.2022 19:09,467,Packplatz 01,26.04.2022 15:30,144,Hochregallager,Packplatz,2022-04-26 13:03:00,2022-04-26 14:45:00
1450,58,26.04.2022 20:53,27.04.2022 00:35,26.04.2022 21:23,552,Packplatz 02,26.04.2022 17:06,243,Hochregallager,Packplatz,2022-04-26 08:50:00,2022-04-26 12:20:00
1450,58,26.04.2022 20:53,27.04.2022 00:35,26.04.2022 21:23,552,Packplatz 02,26.04.2022 17:06,243,Wareneingang,Hochregallager,2022-04-26 08:57:00,2022-04-26 09:39:00
1456,23,26.04.2022 18:46,26.04.2022 18:51,26.04.2022 19:16,899,Packplatz 03,26.04.2022 17:13,224,Wareneingang,Hochregallager,2022-04-26 02:17:00,2022-04-26 04:03:00
1456,23,26.04.2022 18:46,26.04.2022 18:51,26.04.2022 19:16,899,Packplatz 03,26.04.2022 17:13,224,Hochregallager,Packplatz,2022-04-26 13:32:00,2022-04-26 16:24:00
1468,39,26.04.2022 15:37,26.04.2022 18:03,26.04.2022 16:07,864,Packplatz 10,26.04.2022 14:19,92,Wareneingang,Hochregallager,2022-04-25 20:40:00,2022-04-25 21:46:00
1468,39,26.04.2022 15:37,26.04.2022 18:03,26.04.2022 16:07,864,Packplatz 10,26.04.2022 14:19,92,Hochregallager,Packplatz,2022-04-26 08:34:00,2022-04-26 12:11:00
1484,26,26.04.2022 17:27,26.04.2022 19:59,26.04.2022 17:57,810,Packplatz 04,26.04.2022 16:56,322,Wareneingang,Hochregallager,2022-04-26 12:55:00,2022-04-26 13:39:00
1484,26,26.04.2022 17:27,26.04.2022 19:59,26.04.2022 17:57,810,Packplatz 04,26.04.2022 16:56,322,Hochregallager,Packplatz,2022-04-26 13:57:00,2022-04-26 14:05:00
1492,30,26.04.2022 21:41,26.04.2022 23:28,26.04.2022 22:11,517,Packplatz 07,26.04.2022 20:04,98,Wareneingang,Hochregallager,2022-04-26 07:28:00,2022-04-26 10:54:00
1492,30,26.04.2022 21:41,26.04.2022 23:28,26.04.2022 22:11,517,Packplatz 07,26.04.2022 20:04,98,Hochregallager,Packplatz,2022-04-26 16:37:00,2022-04-26 18:14:00
1498,46,26.04.2022 15:34,26.04.2022 16:17,26.04.2022 16:04,202,Packplatz 10,26.04.2022 14:53,71,Hochregallager,Packplatz,2022-04-26 11:45:00,2022-04-26 12:03:00
