case_id,process_activity,Auftragsnummer,Versand_ID,Verladestart,Verladeende,Versand_SOLL,Lagereinheit_ID,Packplatz,Packzeitpunkt,Menge,Lagerort_von,Lagerort_nach,Startzeitpunkt,Endzeitpunkt,Verspaetung,Lagerort
20,Waren im Warenausgang,1054,20,18.07.2022 23:04,19.07.2022 03:04,18.07.2022 23:34,978,Packplatz 09,18.07.2022 22:35,34,Packplatz,Warenausgang,2022-07-18 19:56:00,2022-07-18 23:04:00,True,Warenausgang
20,Waren verladen,1054,20,18.07.2022 23:04,19.07.2022 03:04,18.07.2022 23:34,978,Packplatz 09,18.07.2022 22:35,34,Warenausgang,Transportmittel,2022-07-18 23:04:00,2022-07-19 03:04:00,True,Transportmittel
85,Ware vereinnahmen,1055,85,18.07.2022 18:22,18.07.2022 21:40,18.07.2022 18:52,853,Packplatz 02,18.07.2022 16:40,254,Wareneingang,Hochregallager,2022-07-18 08:32:00,2022-07-18 11:14:00,True,Wareneingang
85,Waren lagern,1055,85,18.07.2022 18:22,18.07.2022 21:40,18.07.2022 18:52,853,Packplatz 02,18.07.2022 16:40,254,Hochregallager,Hochregallager,2022-07-18 11:14:00,2022-07-18 10:17:00,True,Hochregallager
85,Waren kommissionieren,1055,85,18.07.2022 18:22,18.07.2022 21:40,18.07.2022 18:52,853,Packplatz 02,18.07.2022 16:40,254,Hochregallager,Packplatz,2022-07-18 10:17:00,2022-07-18 13:38:00,True,Packplatz
85,Waren im Warenausgang,1055,85,18.07.2022 18:22,18.07.2022 21:40,18.07.2022 18:52,853,Packplatz 02,18.07.2022 16:40,254,Packplatz,Warenausgang,2022-07-18 13:38:00,2022-07-18 18:22:00,True,Warenausgang
85,Waren verladen,1055,85,18.07.2022 18:22,18.07.2022 21:40,18.07.2022 18:52,853,Packplatz 02,18.07.2022 16:40,254,Warenausgang,Transportmittel,2022-07-18 18:22:00,2022-07-18 21:40:00,True,Transportmittel
63,Ware vereinnahmen,1065,63,18.07.2022 22:01,18.07.2022 22:57,18.07.2022 22:31,977,Packplatz 07,18.07.2022 20:52,104,Wareneingang,Hochregallager,2022-07-18 02:30:00,2022-07-18 03:09:00,True,Wareneingang
63,Waren lagern,1065,63,18.07.2022 22:01,18.07.2022 22:57,18.07.2022 22:31,977,Packplatz 07,18.07.2022 20:52,104,Hochregallager,Hochregallager,2022-07-18 03:09:00,2022-07-18 16:58:00,True,Hochregallager
63,Waren kommissionieren,1065,63,18.07.2022 22:01,18.07.2022 22:57,18.07.2022 22:31,977,Packplatz 07,18.07.2022 20:52,104,Hochregallager,Packplatz,2022-07-18 16:58:00,2022-07-18 18:35:00,True,Packplatz
63,Waren im Warenausgang,1065,63,18.07.2022 22:01,18.07.2022 22:57,18.07.2022 22:31,977,Packplatz 07,18.07.2022 20:52,104,Packplatz,Warenausgang,2022-07-18 18:35:00,2022-07-18 22:01:00,True,Warenausgang
63,Waren verladen,1065,63,18.07.2022 22:01,18.07.2022 22:57,18.07.2022 22:31,977,Packplatz 07,18.07.2022 20:52,104,Warenausgang,Transportmittel,2022-07-18 22:01:00,2022-07-18 22:57:00,True,Transportmittel
44,Ware vereinnahmen,1070,44,18.07.2022 23:05,18.07.2022 23:33,18.07.2022 23:35,270,Packplatz 03,18.07.2022 21:46,288,Wareneingang,Hochregallager,2022-07-18 00:44:00,2022-07-18 02:12:00,False,Wareneingang
44,Waren lagern,1070,44,18.07.2022 23:05,18.07.2022 23:33,18.07.2022 23:35,270,Packplatz 03,18.07.2022 21:46,288,Hochregallager,Hochregallager,2022-07-18 02:12:00,2022-07-18 18:39:00,False,Hochregallager
44,Waren kommissionieren,1070,44,18.07.2022 23:05,18.07.2022 23:33,18.07.2022 23:35,270,Packplatz 03,18.07.2022 21:46,288,Hochregallager,Packplatz,2022-07-18 18:39:00,2022-07-18 18:50:00,False,Packplatz
44,Waren im Warenausgang,1070,44,18.07.2022 23:05,18.07.2022 23:33,18.07.2022 23:35,270,Packplatz 03,18.07.2022 21:46,288,Packplatz,Warenausgang,2022-07-18 18:50:00,2022-07-18 23:05:00,False,Warenausgang
44,Waren verladen,1070,44,18.07.2022 23:05,18.07.2022 23:33,18.07.2022 23:35,270,Packplatz 03,18.07.2022 21:46,288,Warenausgang,Transportmittel,2022-07-18 23:05:00,2022-07-18 23:33:00,False,Transportmittel
44,Ware vereinnahmen,1075,44,18.07.2022 19:54,18.07.2022 23:50,18.07.2022 20:24,763,Packplatz 09,18.07.2022 17:31,77,Wareneingang,Hochregallager,2022-07-18 11:35:00,2022-07-18 14:27:00,True,Wareneingang
44,Waren lagern,1075,44,18.07.2022 19:54,18.07.2022 23:50,18.07.2022 20:24,763,Packplatz 09,18.07.2022 17:31,77,Hochregallager,Hochregallager,2022-07-18 14:27:00,2022-07-18 10:49:00,True,Hochregallager
44,Waren kommissionieren,1075,44,18.07.2022 19:54,18.07.2022 23:50,18.07.2022 20:24,763,Packplatz 09,18.07.2022 17:31,77,Hochregallager,Packplatz,2022-07-18 10:49:00,2022-07-18 14:12:00,True,Packplatz
44,Waren im Warenausgang,1075,44,18.07.2022 19:54,18.07.2022 23:50,18.07.2022 20:24,763,Packplatz 09,18.07.2022 17:31,77,Packplatz,Warenausgang,2022-07-18 14:12:00,2022-07-18 19:54:00,True,Warenausgang
44,Waren verladen,1075,44,18.07.2022 19:54,18.07.2022 23:50,18.07.2022 20:24,763,Packplatz 09,18.07.2022 17:31,77,Warenausgang,Transportmittel,2022-07-18 19:54:00,2022-07-18 23:50:00,True,Transportmittel
17,Ware vereinnahmen,1081,17,18.07.2022 20:36,18.07.2022 22:46,18.07.2022 21:06,375,Packplatz 02,18.07.2022 17:04,173,Wareneingang,Hochregallager,2022-07-18 09:12:00,2022-07-18 12:57:00,True,Wareneingang
17,Waren lagern,1081,17,18.07.2022 20:36,18.07.2022 22:46,18.07.2022 21:06,375,Packplatz 02,18.07.2022 17:04,173,Hochregallager,Hochregallager,2022-07-18 12:57:00,2022-07-18 15:46:00,True,Hochregallager
17,Waren kommissionieren,1081,17,18.07.2022 20:36,18.07.2022 22:46,18.07.2022 21:06,375,Packplatz 02,18.07.2022 17:04,173,Hochregallager,Packplatz,2022-07-18 15:46:00,2022-07-18 17:15:00,True,Packplatz
17,Waren im Warenausgang,1081,17,18.07.2022 20:36,18.07.2022 22:46,18.07.2022 21:06,375,Packplatz 02,18.07.2022 17:04,173,Packplatz,Warenausgang,2022-07-18 17:15:00,2022-07-18 20:36:00,True,Warenausgang
17,Waren verladen,1081,17,18.07.2022 20:36,18.07.2022 22:46,18.07.2022 21:06,375,Packplatz 02,18.07.2022 17:04,173,Warenausgang,Transportmittel,2022-07-18 20:36:00,2022-07-18 22:46:00,True,Transportmittel
68,Ware vereinnahmen,1084,68,19.07.2022 00:01,19.07.2022 00:57,19.07.2022 00:31,439,Packplatz 04,18.07.2022 22:55,129,Wareneingang,Hochregallager,2022-07-18 11:51:00,2022-07-18 15:51:00,True,Wareneingang
68,Waren lagern,1084,68,19.07.2022 00:01,19.07.2022 00:57,19.07.2022 00:31,439,Packplatz 04,18.07.2022 22:55,129,Hochregallager,Hochregallager,2022-07-18 15:51:00,2022-07-18 20:49:00,True,Hochregallager
68,Waren kommissionieren,1084,68,19.07.2022 00:01,19.07.2022 00:57,19.07.2022 00:31,439,Packplatz 04,18.07.2022 22:55,129,Hochregallager,Packplatz,2022-07-18 20:49:00,2022-07-18 22:47:00,True,Packplatz
68,Waren im Warenausgang,1084,68,19.07.2022 00:01,19.07.2022 00:57,19.07.2022 00:31,439,Packplatz 04,18.07.2022 22:55,129,Packplatz,Warenausgang,2022-07-18 22:47:00,2022-07-19 00:01:00,True,Warenausgang
68,Waren verladen,1084,68,19.07.2022 00:01,19.07.2022 00:57,19.07.2022 00:31,439,Packplatz 04,18.07.2022 22:55,129,Warenausgang,Transportmittel,2022-07-19 00:01:00,2022-07-19 00:57:00,True,Transportmittel
96,Ware vereinnahmen,1097,96,18.07.2022 22:34,18.07.2022 22:56,18.07.2022 23:04,679,Packplatz 06,18.07.2022 22:02,150,Wareneingang,Hochregallager,2022-07-18 17:25:00,2022-07-18 18:03:00,False,Wareneingang
96,Waren lagern,1097,96,18.07.2022 22:34,18.07.2022 22:56,18.07.2022 23:04,679,Packplatz 06,18.07.2022 22:02,150,Hochregallager,Hochregallager,2022-07-18 18:03:00,2022-07-18 13:34:00,False,Hochregallager
96,Waren kommissionieren,1097,96,18.07.2022 22:34,18.07.2022 22:56,18.07.2022 23:04,679,Packplatz 06,18.07.2022 22:02,150,Hochregallager,Packplatz,2022-07-18 13:34:00,2022-07-18 16:45:00,False,Packplatz
96,Waren im Warenausgang,1097,96,18.07.2022 22:34,18.07.2022 22:56,18.07.2022 23:04,679,Packplatz 06,18.07.2022 22:02,150,Packplatz,Warenausgang,2022-07-18 16:45:00,2022-07-18 22:34:00,False,Warenausgang
96,Waren verladen,1097,96,18.07.2022 22:34,18.07.2022 22:56,18.07.2022 23:04,679,Packplatz 06,18.07.2022 22:02,150,Warenausgang,Transportmittel,2022-07-18 22:34:00,2022-07-18 22:56:00,False,Transportmittel
14,Ware vereinnahmen,1099,14,18.07.2022 18:46,18.07.2022 21:49,18.07.2022 19:16,625,Packplatz 04,18.07.2022 18:14,111,Wareneingang,Hochregallager,2022-07-18 00:52:00,2022-07-18 03:27:00,True,Wareneingang
14,Waren lagern,1099,14,18.07.2022 18:46,18.07.2022 21:49,18.07.2022 19:16,625,Packplatz 04,18.07.2022 18:14,111,Hochregallager,Hochregallager,2022-07-18 03:27:00,2022-07-18 11:50:00,True,Hochregallager
14,Waren kommissionieren,1099,14,18.07.2022 18:46,18.07.2022 21:49,18.07.2022 19:16,625,Packplatz 04,18.07.2022 18:14,111,Hochregallager,Packplatz,2022-07-18 11:50:00,2022-07-18 14:23:00,True,Packplatz
14,Waren im Warenausgang,1099,14,18.07.2022 18:46,18.07.2022 21:49,18.07.2022 19:16,625,Packplatz 04,18.07.2022 18:14,111,Packplatz,Warenausgang,2022-07-18 14:23:00,2022-07-18 18:46:00,True,Warenausgang
14,Waren verladen,1099,14,18.07.2022 18:46,18.07.2022 21:49,18.07.2022 19:16,625,Packplatz 04,18.07.2022 18:14,111,Warenausgang,Transportmittel,2022-07-18 18:46:00,2022-07-18 21:49:00,True,Transportmittel
46,Ware vereinnahmen,1104,46,18.07.2022 22:05,18.07.2022 23:55,18.07.2022 22:35,406,Packplatz 05,18.07.2022 21:15,45,Wareneingang,Hochregallager,2022-07-18 15:45:00,2022-07-18 19:07:00,True,Wareneingang
46,Waren lagern,1104,46,18.07.2022 22:05,18.07.2022 23:55,18.07.2022 22:35,406,Packplatz 05,18.07.2022 21:15,45,Hochregallager,Hochregallager,2022-07-18 19:07:00,2022-07-18 16:17:00,True,Hochregallager
46,Waren kommissionieren,1104,46,18.07.2022 22:05,18.07.2022 23:55,18.07.2022 22:35,406,Packplatz 05,18.07.2022 21:15,45,Hochregallager,Packplatz,2022-07-18 16:17:00,2022-07-18 19:00:00,True,Packplatz
46,Waren im Warenausgang,1104,46,18.07.2022 22:05,18.07.2022 23:55,18.07.2022 22:35,406,Packplatz 05,18.07.2022 21:15,45,Packplatz,Warenausgang,2022-07-18 19:00:00,2022-07-18 22:05:00,True,Warenausgang
46,Waren verladen,1104,46,18.07.2022 22:05,18.07.2022 23:55,18.07.2022 22:35,406,Packplatz 05,18.07.2022 21:15,45,Warenausgang,Transportmittel,2022-07-18 22:05:00,2022-07-18 23:55:00,True,Transportmittel
78,Ware vereinnahmen,1106,78,18.07.2022 19:35,18.07.2022 20:29,18.07.2022 20:05,661,Packplatz 06,18.07.2022 17:08,465,Wareneingang,Hochregallager,2022-07-18 01:18:00,2022-07-18 03:44:00,True,Wareneingang
78,Waren lagern,1106,78,18.07.2022 19:35,18.07.2022 20:29,18.07.2022 20:05,661,Packplatz 06,18.07.2022 17:08,465,Hochregallager,Hochregallager,2022-07-18 03:44:00,2022-07-18 11:32:00,True,Hochregallager
78,Waren kommissionieren,1106,78,18.07.2022 19:35,18.07.2022 20:29,18.07.2022 20:05,661,Packplatz 06,18.07.2022 17:08,465,Hochregallager,Packplatz,2022-07-18 11:32:00,2022-07-18 13:40:00,True,Packplatz
78,Waren im Warenausgang,1106,78,18.07.2022 19:35,18.07.2022 20:29,18.07.2022 20:05,661,Packplatz 06,18.07.2022 17:08,465,Packplatz,Warenausgang,2022-07-18 13:40:00,2022-07-18 19:35:00,True,Warenausgang
78,Waren verladen,1106,78,18.07.2022 19:35,18.07.2022 20:29,18.07.2022 20:05,661,Packplatz 06,18.07.2022 17:08,465,Warenausgang,Transportmittel,2022-07-18 19:35:00,2022-07-18 20:29:00,True,Transportmittel
39,Ware vereinnahmen,1122,39,18.07.2022 23:22,18.07.2022 23:47,18.07.2022 23:52,885,Packplatz 02,18.07.2022 19:55,238,Wareneingang,Hochregallager,2022-07-18 08:56:00,2022-07-18 11:35:00,False,Wareneingang
39,Waren lagern,1122,39,18.07.2022 23:22,18.07.2022 23:47,18.07.2022 23:52,885,Packplatz 02,18.07.2022 19:55,238,Hochregallager,Hochregallager,2022-07-18 11:35:00,2022-07-18 18:59:00,False,Hochregallager
39,Waren kommissionieren,1122,39,18.07.2022 23:22,18.07.2022 23:47,18.07.2022 23:52,885,Packplatz 02,18.07.2022 19:55,238,Hochregallager,Packplatz,2022-07-18 18:59:00,2022-07-18 21:58:00,False,Packplatz
39,Waren im Warenausgang,1122,39,18.07.2022 23:22,18.07.2022 23:47,18.07.2022 23:52,885,Packplatz 02,18.07.2022 19:55,238,Packplatz,Warenausgang,2022-07-18 21:58:00,2022-07-18 23:22:00,False,Warenausgang
39,Waren verladen,1122,39,18.07.2022 23:22,18.07.2022 23:47,18.07.2022 23:52,885,Packplatz 02,18.07.2022 19:55,238,Warenausgang,Transportmittel,2022-07-18 23:22:00,2022-07-18 23:47:00,False,Transportmittel
95,Ware vereinnahmen,1123,95,18.07.2022 23:56,19.07.2022 00:15,19.07.2022 00:26,182,Packplatz 04,18.07.2022 22:03,396,Wareneingang,Hochregallager,2022-07-18 13:18:00,2022-07-18 16:46:00,False,Wareneingang
95,Waren lagern,1123,95,18.07.2022 23:56,19.07.2022 00:15,19.07.2022 00:26,182,Packplatz 04,18.07.2022 22:03,396,Hochregallager,Hochregallager,2022-07-18 16:46:00,2022-07-18 19:07:00,False,Hochregallager
95,Waren kommissionieren,1123,95,18.07.2022 23:56,19.07.2022 00:15,19.07.2022 00:26,182,Packplatz 04,18.07.2022 22:03,396,Hochregallager,Packplatz,2022-07-18 19:07:00,2022-07-18 22:01:00,False,Packplatz
95,Waren im Warenausgang,1123,95,18.07.2022 23:56,19.07.2022 00:15,19.07.2022 00:26,182,Packplatz 04,18.07.2022 22:03,396,Packplatz,Warenausgang,2022-07-18 22:01:00,2022-07-18 23:56:00,False,Warenausgang
95,Waren verladen,1123,95,18.07.2022 23:56,19.07.2022 00:15,19.07.2022 00:26,182,Packplatz 04,18.07.2022 22:03,396,Warenausgang,Transportmittel,2022-07-18 23:56:00,2022-07-19 00:15:00,False,Transportmittel
45,Ware vereinnahmen,1126,45,18.07.2022 19:51,18.07.2022 21:45,18.07.2022 20:21,976,Packplatz 05,18.07.2022 17:08,90,Wareneingang,Hochregallager,2022-07-18 02:46:00,2022-07-18 03:34:00,True,Wareneingang
45,Waren lagern,1126,45,18.07.2022 19:51,18.07.2022 21:45,18.07.2022 20:21,976,Packplatz 05,18.07.2022 17:08,90,Hochregallager,Hochregallager,2022-07-18 03:34:00,2022-07-18 12:19:00,True,Hochregallager
45,Waren kommissionieren,1126,45,18.07.2022 19:51,18.07.2022 21:45,18.07.2022 20:21,976,Packplatz 05,18.07.2022 17:08,90,Hochregallager,Packplatz,2022-07-18 12:19:00,2022-07-18 15:46:00,True,Packplatz
45,Waren im Warenausgang,1126,45,18.07.2022 19:51,18.07.2022 21:45,18.07.2022 20:21,976,Packplatz 05,18.07.2022 17:08,90,Packplatz,Warenausgang,2022-07-18 15:46:00,2022-07-18 19:51:00,True,Warenausgang
45,Waren verladen,1126,45,18.07.2022 19:51,18.07.2022 21:45,18.07.2022 20:21,976,Packplatz 05,18.07.2022 17:08,90,Warenausgang,Transportmittel,2022-07-18 19:51:00,2022-07-18 21:45:00,True,Transportmittel
81,Ware vereinnahmen,1138,81,18.07.2022 20:57,19.07.2022 00:40,18.07.2022 21:27,441,Packplatz 02,18.07.2022 18:08,444,Wareneingang,Hochregallager,2022-07-18 13:52:00,2022-07-18 15:19:00,True,Wareneingang
81,Waren lagern,1138,81,18.07.2022 20:57,19.07.2022 00:40,18.07.2022 21:27,441,Packplatz 02,18.07.2022 18:08,444,Hochregallager,Hochregallager,2022-07-18 15:19:00,2022-07-18 20:06:00,True,Hochregallager
81,Waren kommissionieren,1138,81,18.07.2022 20:57,19.07.2022 00:40,18.07.2022 21:27,441,Packplatz 02,18.07.2022 18:08,444,Hochregallager,Packplatz,2022-07-18 20:06:00,2022-07-18 20:47:00,True,Packplatz
81,Waren im Warenausgang,1138,81,18.07.2022 20:57,19.07.2022 00:40,18.07.2022 21:27,441,Packplatz 02,18.07.2022 18:08,444,Packplatz,Warenausgang,2022-07-18 20:47:00,2022-07-18 20:57:00,True,Warenausgang
81,Waren verladen,1138,81,18.07.2022 20:57,19.07.2022 00:40,18.07.2022 21:27,441,Packplatz 02,18.07.2022 18:08,444,Warenausgang,Transportmittel,2022-07-18 20:57:00,2022-07-19 00:40:00,True,Transportmittel
97,Ware vereinnahmen,1138,97,18.07.2022 20:46,18.07.2022 22:45,18.07.2022 21:16,441,Packplatz 02,18.07.2022 18:08,444,Wareneingang,Hochregallager,2022-07-18 13:52:00,2022-07-18 15:19:00,True,Wareneingang
97,Waren lagern,1138,97,18.07.2022 20:46,18.07.2022 22:45,18.07.2022 21:16,441,Packplatz 02,18.07.2022 18:08,444,Hochregallager,Hochregallager,2022-07-18 15:19:00,2022-07-18 20:06:00,True,Hochregallager
97,Waren kommissionieren,1138,97,18.07.2022 20:46,18.07.2022 22:45,18.07.2022 21:16,441,Packplatz 02,18.07.2022 18:08,444,Hochregallager,Packplatz,2022-07-18 20:06:00,2022-07-18 20:47:00,True,Packplatz
97,Waren im Warenausgang,1138,97,18.07.2022 20:46,18.07.2022 22:45,18.07.2022 21:16,441,Packplatz 02,18.07.2022 18:08,444,Packplatz,Warenausgang,2022-07-18 20:47:00,2022-07-18 20:46:00,True,Warenausgang
97,Waren verladen,1138,97,18.07.2022 20:46,18.07.2022 22:45,18.07.2022 21:16,441,Packplatz 02,18.07.2022 18:08,444,Warenausgang,Transportmittel,2022-07-18 20:46:00,2022-07-18 22:45:00,True,Transportmittel
32,Ware vereinnahmen,1156,32,18.07.2022 22:26,18.07.2022 22:35,18.07.2022 22:56,346,Packplatz 04,18.07.2022 21:09,216,Wareneingang,Hochregallager,2022-07-18 13:27:00,2022-07-18 13:30:00,False,Wareneingang
32,Waren lagern,1156,32,18.07.2022 22:26,18.07.2022 22:35,18.07.2022 22:56,346,Packplatz 04,18.07.2022 21:09,216,Hochregallager,Hochregallager,2022-07-18 13:30:00,2022-07-18 17:32:00,False,Hochregallager
32,Waren kommissionieren,1156,32,18.07.2022 22:26,18.07.2022 22:35,18.07.2022 22:56,346,Packplatz 04,18.07.2022 21:09,216,Hochregallager,Packplatz,2022-07-18 17:32:00,2022-07-18 18:28:00,False,Packplatz
32,Waren im Warenausgang,1156,32,18.07.2022 22:26,18.07.2022 22:35,18.07.2022 22:56,346,Packplatz 04,18.07.2022 21:09,216,Packplatz,Warenausgang,2022-07-18 18:28:00,2022-07-18 22:26:00,False,Warenausgang
32,Waren verladen,1156,32,18.07.2022 22:26,18.07.2022 22:35,18.07.2022 22:56,346,Packplatz 04,18.07.2022 21:09,216,Warenausgang,Transportmittel,2022-07-18 22:26:00,2022-07-18 22:35:00,False,Transportmittel
67,Ware vereinnahmen,1162,67,18.07.2022 18:58,18.07.2022 20:36,18.07.2022 19:28,773,Packplatz 09,18.07.2022 17:16,274,Wareneingang,Hochregallager,2022-07-18 14:02:00,2022-07-18 14:39:00,True,Wareneingang
67,Waren lagern,1162,67,18.07.2022 18:58,18.07.2022 20:36,18.07.2022 19:28,773,Packplatz 09,18.07.2022 17:16,274,Hochregallager,Hochregallager,2022-07-18 14:39:00,2022-07-18 12:51:00,True,Hochregallager
67,Waren kommissionieren,1162,67,18.07.2022 18:58,18.07.2022 20:36,18.07.2022 19:28,773,Packplatz 09,18.07.2022 17:16,274,Hochregallager,Packplatz,2022-07-18 12:51:00,2022-07-18 14:48:00,True,Packplatz
67,Waren im Warenausgang,1162,67,18.07.2022 18:58,18.07.2022 20:36,18.07.2022 19:28,773,Packplatz 09,18.07.2022 17:16,274,Packplatz,Warenausgang,2022-07-18 14:48:00,2022-07-18 18:58:00,True,Warenausgang
67,Waren verladen,1162,67,18.07.2022 18:58,18.07.2022 20:36,18.07.2022 19:28,773,Packplatz 09,18.07.2022 17:16,274,Warenausgang,Transportmittel,2022-07-18 18:58:00,2022-07-18 20:36:00,True,Transportmittel
79,Ware vereinnahmen,1178,79,18.07.2022 18:27,18.07.2022 20:30,18.07.2022 18:57,757,Packplatz 02,18.07.2022 17:13,53,Wareneingang,Hochregallager,2022-07-18 11:45:00,2022-07-18 15:22:00,True,Wareneingang
79,Waren lagern,1178,79,18.07.2022 18:27,18.07.2022 20:30,18.07.2022 18:57,757,Packplatz 02,18.07.2022 17:13,53,Hochregallager,Hochregallager,2022-07-18 15:22:00,2022-07-18 12:48:00,True,Hochregallager
79,Waren kommissionieren,1178,79,18.07.2022 18:27,18.07.2022 20:30,18.07.2022 18:57,757,Packplatz 02,18.07.2022 17:13,53,Hochregallager,Packplatz,2022-07-18 12:48:00,2022-07-18 16:07:00,True,Packplatz
79,Waren im Warenausgang,1178,79,18.07.2022 18:27,18.07.2022 20:30,18.07.2022 18:57,757,Packplatz 02,18.07.2022 17:13,53,Packplatz,Warenausgang,2022-07-18 16:07:00,2022-07-18 18:27:00,True,Warenausgang
79,Waren verladen,1178,79,18.07.2022 18:27,18.07.2022 20:30,18.07.2022 18:57,757,Packplatz 02,18.07.2022 17:13,53,Warenausgang,Transportmittel,2022-07-18 18:27:00,2022-07-18 20:30:00,True,Transportmittel
66,Ware vereinnahmen,1181,66,18.07.2022 21:50,18.07.2022 23:33,18.07.2022 22:20,773,Packplatz 05,18.07.2022 19:14,475,Wareneingang,Hochregallager,2022-07-18 14:02:00,2022-07-18 14:39:00,True,Wareneingang
66,Waren lagern,1181,66,18.07.2022 21:50,18.07.2022 23:33,18.07.2022 22:20,773,Packplatz 05,18.07.2022 19:14,475,Hochregallager,Hochregallager,2022-07-18 14:39:00,2022-07-18 12:51:00,True,Hochregallager
66,Waren kommissionieren,1181,66,18.07.2022 21:50,18.07.2022 23:33,18.07.2022 22:20,773,Packplatz 05,18.07.2022 19:14,475,Hochregallager,Packplatz,2022-07-18 12:51:00,2022-07-18 14:48:00,True,Packplatz
66,Waren im Warenausgang,1181,66,18.07.2022 21:50,18.07.2022 23:33,18.07.2022 22:20,773,Packplatz 05,18.07.2022 19:14,475,Packplatz,Warenausgang,2022-07-18 14:48:00,2022-07-18 21:50:00,True,Warenausgang
66,Waren verladen,1181,66,18.07.2022 21:50,18.07.2022 23:33,18.07.2022 22:20,773,Packplatz 05,18.07.2022 19:14,475,Warenausgang,Transportmittel,2022-07-18 21:50:00,2022-07-18 23:33:00,True,Transportmittel
66,Ware vereinnahmen,1194,66,18.07.2022 18:31,18.07.2022 20:27,18.07.2022 19:01,747,Packplatz 06,18.07.2022 16:17,216,Wareneingang,Hochregallager,2022-07-18 07:58:00,2022-07-18 09:47:00,True,Wareneingang
66,Waren lagern,1194,66,18.07.2022 18:31,18.07.2022 20:27,18.07.2022 19:01,747,Packplatz 06,18.07.2022 16:17,216,Hochregallager,Hochregallager,2022-07-18 09:47:00,2022-07-18 14:32:00,True,Hochregallager
66,Waren kommissionieren,1194,66,18.07.2022 18:31,18.07.2022 20:27,18.07.2022 19:01,747,Packplatz 06,18.07.2022 16:17,216,Hochregallager,Packplatz,2022-07-18 14:32:00,2022-07-18 16:17:00,True,Packplatz
